"SiteId"	"SampId"	"MonitoringProgram"	"Day"	"Month"	"Year"	"Station.nb."	"Watercourse"	"Locality"	"Canton"	"X"	"Y"	"Altitude"	"Sampling.window"	"IBCH.index"	"SPEAR.index"	"Latitude"	"Longitude"
"CSCF_36_VD"	"CSCF_36_VD_2017-03-16"	"Other programs"	16	3	2017	"36_VD"	"Morges"	"Vaux Amont"	"Vaud"	524800	153990	470	1	14	42.9	46.5329765452523	6.45840611393107
"CSCF_25_VD"	"CSCF_25_VD_2017-03-28"	"Other programs"	28	3	2017	"25_VD"	"Toleure"	"Marais Girard"	"Vaud"	515970	152545	620	2	16	62.6	46.5189288799968	6.3435843176853
"CSCF_17_VD"	"CSCF_17_VD_2017-03-14"	"Other programs"	14	3	2017	"17_VD"	"Serine"	"Scierie de Vich"	"Vaud"	508835	142325	440	1	16	45.3	46.4260706999893	6.2526298958351
"CSCF_176_VD"	"CSCF_176_VD_2017-03-14"	"Other programs"	14	3	2017	"176_VD"	"Eau Noire"	"Le Saugey"	"Vaud"	518240	148030	435	1	9	1.4	46.4785985122241	6.37396080541274
"CSCF_34_VD"	"CSCF_34_VD_2017-03-16"	"Other programs"	16	3	2017	"34_VD"	"Morges"	"Moulin Cottens aval"	"Vaud"	524383	157720	555	1	14	36.6	46.5664804774804	6.45236002501205
"CSCF_16_VD"	"CSCF_16_VD_2017-03-14"	"Other programs"	14	3	2017	"16_VD"	"Serine"	"Pierre à Granfer"	"Vaud"	507700	144650	530	1	15	48.4	46.4468278104348	6.23740347987553
"CSCF_11_VD"	"CSCF_11_VD_2017-03-14"	"Other programs"	14	3	2017	"11_VD"	"Promenthouse"	"Pont Farbel"	"Vaud"	509120	140885	400	1	16	38.9	46.4131571621722	6.25661919616256
"CSCF_38_VD"	"CSCF_38_VD_2017-03-16"	"Other programs"	16	3	2017	"38_VD"	"Morges"	"Morges"	"Vaud"	527015	151740	390	1	12	33.2	46.5129831161486	6.48763113567815
"CSCF_66_VD"	"CSCF_66_VD_2018-03-20"	"Other programs"	20	3	2018	"66_VD"	"Orbe"	"Les Clées"	"Vaud"	524850	175840	570	1	17	42.2	46.7295194861279	6.45548948763401
"CSCF_59_VD"	"CSCF_59_VD_2018-03-14"	"Other programs"	14	3	2018	"59_VD"	"Nozon"	"Amont STEP Croy"	"Vaud"	526620	171185	600	1	17	53.7	46.6878456918715	6.47938755617548
"CSCF_645_VD"	"CSCF_645_VD_2018-03-23"	"Other programs"	23	3	2018	"645_VD"	"Venoge"	"Aval route du Lac"	"Vaud"	531155	151740	370	1	9	12.1	46.5134215749344	6.54157109426372
"CSCF_49_VD"	"CSCF_49_VD_2018-03-23"	"Other programs"	23	3	2018	"49_VD"	"Venoge"	"Moulin du Choc"	"Vaud"	530240	157130	390	1	10	21.9	46.5618098859247	6.52883526167006
"CSCF_47_VD"	"CSCF_47_VD_2018-03-23"	"Other programs"	23	3	2018	"47_VD"	"Venoge"	"Le Moulinet"	"Vaud"	530100	160250	410	1	17	35.1	46.589859592427	6.52653661884683
"CSCF_68_VD"	"CSCF_68_VD_2018-03-20"	"Other programs"	20	3	2018	"68_VD"	"Arnon"	"Amont Vuiteboeuf"	"Vaud"	531859	184520	600	1	14	53.5	46.8083477903913	6.54588437494823
"CSCF_VD_BEY_NEU_0438"	"CSCF_VD_BEY_NEU_0438_2018-03-14"	"Other programs"	14	3	2018	"VD_BEY_NEU_0438"	"Bey d'Yverdon"	"Source"	"Vaud"	535285	181826	440	1	16	29.4	46.7844573101809	6.5911478987145
"CSCF_61_VD"	"CSCF_61_VD_2018-03-19"	"Other programs"	19	3	2018	"61_VD"	"Nozon"	"amont Orny"	"Vaud"	529735	168670	470	1	15	51.1	46.6655587142259	6.52048881222313
"CSCF_67_VD"	"CSCF_67_VD_2018-03-14"	"Other programs"	14	3	2018	"67_VD"	"Mujon"	"Pra Riond"	"Vaud"	531545	179445	460	1	15	38.5	46.7626668101433	6.54253010379861
"CSCF_42_VD"	"CSCF_42_VD_2018-03-19"	"Other programs"	19	3	2018	"42_VD"	"Venoge"	"Ferreyres"	"Vaud"	527510	167560	510	1	15	52.1	46.6553365513972	6.49159270716257
"CSCF_50_VD"	"CSCF_50_VD_2018-03-23"	"Other programs"	23	3	2018	"50_VD"	"Venoge"	"Bussigny amont STEP"	"Vaud"	531710	155175	385	1	15	23.8	46.5443763078538	6.54829443211602
"CSCF_40_VD"	"CSCF_40_VD_2018-03-19"	"Other programs"	19	3	2018	"40_VD"	"Venoge"	"Cuarnens"	"Vaud"	522480	164470	640	2	15	39.4	46.6269777075503	6.42640616303713
"CSCF_45_VD"	"CSCF_45_VD_2018-03-23"	"Other programs"	23	3	2018	"45_VD"	"Venoge"	"Lussery"	"Vaud"	530300	164410	430	1	17	40.6	46.6272995045719	6.52851655914371
"CSCF_VD_BEY_NEU_0434"	"CSCF_VD_BEY_NEU_0434_2018-03-14"	"Other programs"	14	3	2018	"VD_BEY_NEU_0434"	"Bey d'Yverdon"	"Le Moulinet"	"Vaud"	535679	181967	437	1	7	17.1	46.7857637449351	6.59628739490569
"CSCF_218_VD"	"CSCF_218_VD_2018-03-02"	"Other programs"	2	3	2018	"218_VD"	"Orbe"	"Le Puisoir"	"Vaud"	530300	175615	440	1	18	44.6	46.7280874914228	6.52681649629378
"CSCF_211_VD"	"CSCF_211_VD_2018-03-15"	"Other programs"	15	3	2018	"211_VD"	"Senoge"	"Amont Venoge"	"Vaud"	530135	158880	410	1	10	6	46.5775401400679	6.5272009080353
"CSCF_209_VD"	"CSCF_209_VD_2018-03-15"	"Other programs"	15	3	2018	"209_VD"	"Senoge"	"Vuillerens amont STEP"	"Vaud"	527500	157900	470	1	11	16.7	46.5684446563129	6.49298290272546
"CSCF_75_VD"	"CSCF_75_VD_2018-03-20"	"Other programs"	20	3	2018	"75_VD"	"Baumine"	"Amont Vuiteboeuf"	"Vaud"	531675	184140	590	1	17	36.7	46.8049109096556	6.54353068447647
"CSCF_54_VD"	"CSCF_54_VD_2018-03-15"	"Other programs"	15	3	2018	"54_VD"	"Veyron"	"La Chaux"	"Vaud"	526260	163485	540	1	16	48.9	46.6185456043666	6.47591686490808
"CSCF_53_VD"	"CSCF_53_VD_2018-03-15"	"Other programs"	15	3	2018	"53_VD"	"Veyron"	"Chavannes-le-Veyron"	"Vaud"	524180	161870	580	1	16	53.8	46.6037861768299	6.44902995890849
"CSCF_41_VD"	"CSCF_41_VD_2018-03-19"	"Other programs"	19	3	2018	"41_VD"	"Venoge"	"Moiry"	"Vaud"	524700	166045	580	1	15	50	46.6413984556278	6.45513335531372
"CSCF_55_VD"	"CSCF_55_VD_2018-03-15"	"Other programs"	15	3	2018	"55_VD"	"Veyron"	"Amont Tine de Conflens"	"Vaud"	527670	167100	500	1	17	33.4	46.6512162524442	6.49375518337691
"CSCF_58_VD"	"CSCF_58_VD_2018-03-19"	"Other programs"	19	3	2018	"58_VD"	"Nozon"	"amont source de la Dia"	"Vaud"	524600	172165	670	2	15	62.5	46.6964354513156	6.45282319854165
"CSCF_51_VD"	"CSCF_51_VD_2018-03-23"	"Other programs"	23	3	2018	"51_VD"	"Venoge"	"Denges"	"Vaud"	531505	152915	380	1	10	20.3	46.5240266198906	6.5459571152851
"CSCF_46_VD"	"CSCF_46_VD_2018-03-23"	"Other programs"	23	3	2018	"46_VD"	"Venoge"	"Penthalaz"	"Vaud"	529830	162315	430	1	17	35.2	46.6084058993261	6.52269930076579
"CSCF_44_VD"	"CSCF_44_VD_2018-03-23"	"Other programs"	23	3	2018	"44_VD"	"Venoge"	"Eclépens aval"	"Vaud"	530750	166600	450	1	16	43	46.6470452345665	6.53406235966455
"CSCF_43_VD"	"CSCF_43_VD_2018-03-23"	"Other programs"	23	3	2018	"43_VD"	"Venoge"	"La Sarraz"	"Vaud"	528730	167350	460	1	16	47.9	46.6535789322215	6.50756241682474
"CSCF_39_VD"	"CSCF_39_VD_2018-03-19"	"Other programs"	19	3	2018	"39_VD"	"Venoge"	"L'Isle"	"Vaud"	521000	163530	660	2	5	44.5	46.6183492702914	6.40724434451942
"CSCF_60_VD"	"CSCF_60_VD_2018-03-14"	"Other programs"	14	3	2018	"60_VD"	"Nozon"	"Amont Hôpital St Loup"	"Vaud"	528330	169050	500	1	14	50.8	46.6688274410712	6.50207223331471
"CSCF_74_VD"	"CSCF_74_VD_2018-03-27"	"Other programs"	27	3	2018	"74_VD"	"Arnon"	"Amont Lac"	"Vaud"	542085	186400	430	1	15	35.6	46.8262261316221	6.67961357124712
"CSCF_71_VD"	"CSCF_71_VD_2018-03-27"	"Other programs"	27	3	2018	"71_VD"	"Arnon"	"Le Moulin"	"Vaud"	535900	186415	490	1	16	54.6	46.825794281635	6.59855781957289
"CSCF_57_VD"	"CSCF_57_VD_2018-04-17"	"Other programs"	17	4	2018	"57_VD"	"Nozon"	"Amont la Scie"	"Vaud"	521375	172182	900	1	17	55.1	46.6962161811444	6.41065989455123
"CSCF_52_VD"	"CSCF_52_VD_2018-04-17"	"Other programs"	17	4	2018	"52_VD"	"Veyron"	"Villars-Bozon"	"Vaud"	521100	161535	650	1	17	47.4	46.6004164792725	6.40889154169598
"CSCF_70_VD"	"CSCF_70_VD_2018-03-27"	"Other programs"	27	3	2018	"70_VD"	"Arnon"	"Aval la Mothe"	"Vaud"	533720	185840	520	1	15	52	46.8204087921471	6.57007294397266
"CSCF_72_VD"	"CSCF_72_VD_2018-03-27"	"Other programs"	27	3	2018	"72_VD"	"Arnon"	"Péroset"	"Vaud"	537860	185910	470	1	16	52.8	46.8214376885196	6.6243119302601
"CSCF_56_VD"	"CSCF_56_VD_2018-04-17"	"Other programs"	17	4	2018	"56_VD"	"Nozon"	"Vaulion"	"Vaud"	520190	171535	920	1	18	61.2	46.6902559318583	6.39528097887672
"CSCF_65_VD"	"CSCF_65_VD_2018-04-17"	"Other programs"	17	4	2018	"65_VD"	"Orbe"	"Sources Vallorbe"	"Vaud"	516445	172700	750	1	15	58.2	46.7002763293395	6.34611673695775
"CSCF_BOR 01.8_VS"	"CSCF_BOR 01.8_VS_2011-03-12"	"Other programs"	12	3	2011	"BOR 01.8_VS"	"Borgne"	"Borgne, Bramois Berthod"	"Valais"	596780	120040	504	1	14	47.6	46.231792201553	7.39689770843565
"CSCF_NAV 00.1_VS"	"CSCF_NAV 00.1_VS_2010-03-13"	"Other programs"	13	3	2010	"NAV 00.1_VS"	"Navisence"	"Navisence, Chippis aval"	"Valais"	607960	125620	530	1	12	62.9	46.2819481800524	7.54191448957738
"CSCF_NAV 00.7_VS"	"CSCF_NAV 00.7_VS_2010-03-13"	"Other programs"	13	3	2010	"NAV 00.7_VS"	"Navisence"	"Navisence, Chippis (Moulin)"	"Valais"	608170	124980	541	1	13	59.7	46.2761884841755	7.54462792528177
"CSCF_DRA 04.3_VS"	"CSCF_DRA 04.3_VS_2010-03-14"	"Other programs"	14	3	2010	"DRA 04.3_VS"	"Drance"	"Drance, Aval restitution"	"Valais"	570640	104420	488	1	9	62.7	46.0906510813411	7.05903791023233
"CSCF_LIE 02.5_VS"	"CSCF_LIE 02.5_VS_2014-03-10"	"Other programs"	10	3	2014	"LIE 02.5_VS"	"Liène"	"Liène, Amont STEP Ayent"	"Valais"	598115	123400	523	1	12	56.8	46.2620224258338	7.41418918862911
"CSCF_LIE 03.8_VS"	"CSCF_LIE 03.8_VS_2014-03-10"	"Other programs"	10	3	2014	"LIE 03.8_VS"	"Liène"	"Liène, Amont usine hydroélectrique St Léonard"	"Valais"	598830	124160	553	1	12	52.8	46.2688606995501	7.42346067458107
"CSCF_LIE 01.9_VS"	"CSCF_LIE 01.9_VS_2014-03-10"	"Other programs"	10	3	2014	"LIE 01.9_VS"	"Liène"	"Liène, Patinoire St Léonard"	"Valais"	597980	122800	510	1	12	35.5	46.2566246802826	7.41244086561932
"CSCF_LIE 00.1_VS"	"CSCF_LIE 00.1_VS_2014-03-10"	"Other programs"	10	3	2014	"LIE 00.1_VS"	"Liène"	"Liène, St-Léonard aval"	"Valais"	598730	121280	498	1	11	41.4	46.2429532238312	7.42217137018697
"CSCF_64_VD"	"CSCF_64_VD_2010-04-13"	"Other programs"	13	4	2010	"64_VD"	"Orbe"	"L'Orbe, Le Sentier"	"Vaud"	507708	162191	1000	1	16	47	46.6046021456639	6.23400304481107
"CSCF_63_VD"	"CSCF_63_VD_2010-04-13"	"Other programs"	13	4	2010	"63_VD"	"Orbe"	"L'Orbe, Vers les Scies"	"Vaud"	504300	159000	1020	2	18	36	46.5754216632983	6.19019047919298
"CSCF_62_VD"	"CSCF_62_VD_2010-04-13"	"Other programs"	13	4	2010	"62_VD"	"Orbe"	"L'Orbe, Bois du Carre"	"Vaud"	501485	156400	1040	2	18	37.2	46.5516275363506	6.15402942095828
"CSCF_63_VD"	"CSCF_63_VD_2014-05-06"	"Other programs"	6	5	2014	"63_VD"	"Orbe"	"L'Orbe, Vers les Scies"	"Vaud"	504300	159000	1020	1	14	34.9	46.5754216632983	6.19019047919298
"CSCF_64_VD"	"CSCF_64_VD_2014-05-06"	"Other programs"	6	5	2014	"64_VD"	"Orbe"	"L'Orbe, Le Sentier"	"Vaud"	507708	162191	1000	2	20	42.2	46.6046021456639	6.23400304481107
"CSCF_62_VD"	"CSCF_62_VD_2014-05-06"	"Other programs"	6	5	2014	"62_VD"	"Orbe"	"L'Orbe, Bois du Carre"	"Vaud"	501485	156400	1040	1	16	43.8	46.5516275363506	6.15402942095828
"CSCF_64_VD"	"CSCF_64_VD_2018-04-23"	"Other programs"	23	4	2018	"64_VD"	"Orbe"	"Le Sentier"	"Vaud"	507708	162191	1000	1	18	51.8	46.6046021456639	6.23400304481107
"CSCF_63_VD"	"CSCF_63_VD_2018-04-23"	"Other programs"	23	4	2018	"63_VD"	"Orbe"	"Vers les Scies"	"Vaud"	504300	159000	1020	1	18	44.6	46.5754216632983	6.19019047919298
"CSCF_62_VD"	"CSCF_62_VD_2018-04-23"	"Other programs"	23	4	2018	"62_VD"	"Orbe"	"Bois du Carré"	"Vaud"	501485	156400	1040	1	18	40.4	46.5516275363506	6.15402942095828
"CSCF_63_VD"	"CSCF_63_VD_2012-05-10"	"Other programs"	10	5	2012	"63_VD"	"Orbe"	"L'Orbe, Vers les Scies"	"Vaud"	504300	159000	1020	1	17	37.2	46.5754216632983	6.19019047919298
"CSCF_64_VD"	"CSCF_64_VD_2012-05-10"	"Other programs"	10	5	2012	"64_VD"	"Orbe"	"L'Orbe, Le Sentier"	"Vaud"	507708	162191	1000	2	17	41	46.6046021456639	6.23400304481107
"CSCF_62_VD"	"CSCF_62_VD_2012-05-10"	"Other programs"	10	5	2012	"62_VD"	"Orbe"	"L'Orbe, Bois du Carre"	"Vaud"	501485	156400	1040	1	16	36.5	46.5516275363506	6.15402942095828
"CSCF_Lorze3_ZG"	"CSCF_Lorze3_ZG_2013-03-21"	"Other programs"	21	3	2013	"Lorze3_ZG"	"Lorze"	"Zug, Letzi"	"Zoug"	680595	226069	421	1	15	24.8	47.1806611814543	8.50191379152143
"CSCF_Lorze1_ZG"	"CSCF_Lorze1_ZG_2013-03-21"	"Other programs"	21	3	2013	"Lorze1_ZG"	"Lorze"	"Menzingen"	"Zoug"	685066	225033	591	1	14	28.7	47.1707836234062	8.5606959380052
"CSCF_Lorze2b_ZG"	"CSCF_Lorze2b_ZG_2013-03-21"	"Other programs"	21	3	2013	"Lorze2b_ZG"	"Lorze"	"Baar"	"Zoug"	681539	227929	433	1	14	34.4	47.1972741523361	8.51470272785011
"CSCF_Lorze2a_ZG"	"CSCF_Lorze2a_ZG_2013-04-04"	"Other programs"	4	4	2013	"Lorze2a_ZG"	"Lorze"	"Baar"	"Zoug"	681786	228202	436	2	13	22.8	47.1996989770555	8.51801151642015
"CSCF_Biede002500_BL"	"CSCF_Biede002500_BL_2018-03-14"	"Other programs"	14	3	2018	"Biede002500_BL"	"Birsig"	"Birsig 8, Burg i.L., unterhalb ARA"	"Bâle-Campagne"	600317	256569	455	1	12	28.6	47.4599009922793	7.44284114711585
"CSCF_March003550_BL"	"CSCF_March003550_BL_2018-03-16"	"Other programs"	16	3	2018	"March003550_BL"	"Marchbach"	"Marchbach 3, Ettingen"	"Bâle-Campagne"	608126	259822	315	1	8	18.9	47.4891083160501	7.5464600926031
"CSCF_March002800_BL"	"CSCF_March002800_BL_2018-03-16"	"Other programs"	16	3	2018	"March002800_BL"	"Marchbach"	"Marchbach 2, Therwil, Ettingermatte"	"Bâle-Campagne"	608501	260091	311	1	13	21.7	47.4915229435105	7.55144104103808
"CSCF_Birsi007900_BL"	"CSCF_Birsi007900_BL_2018-03-16"	"Other programs"	16	3	2018	"Birsi007900_BL"	"Birsig"	"Birsig 3, Therwil, Birsmatte"	"Bâle-Campagne"	608168	261596	301	1	11	15	47.5050629905486	7.54704988019014
"CSCF_Biede003600_BL"	"CSCF_Biede003600_BL_2018-03-14"	"Other programs"	14	3	2018	"Biede003600_BL"	"Birsig"	"Birsig 9, Burg i. L., In der Klus"	"Bâle-Campagne"	599741	255908	524	1	14	41.3	47.4539559564545	7.43520285308361
"CSCF_Birsi007000_BL"	"CSCF_Birsi007000_BL_2018-03-16"	"Other programs"	16	3	2018	"Birsi007000_BL"	"Birsig"	"Birsig 2, Oberwil, Mühlematt"	"Bâle-Campagne"	608544	262108	296	1	9	13	47.5096630771102	7.55205028017769
"CSCF_Birsig 6_BL"	"CSCF_Birsig 6_BL_2018-03-14"	"Other programs"	14	3	2018	"Birsig 6_BL"	"Birsig"	"Birsig 6, Rodersdorf oberhalb ARA"	"Soleure"	601338	259731	355	1	14	16.5	47.4883387001305	7.45639071311279
"CSCF_Birsi005700_BL"	"CSCF_Birsi005700_BL_2018-03-16"	"Other programs"	16	3	2018	"Birsi005700_BL"	"Birsig"	"Birsig 1, Oberwil, Stallen"	"Bâle-Campagne"	609361	263081	291	1	8	12.2	47.5184029721394	7.56291556054009
"CSCF_Birsi011100_b_BL"	"CSCF_Birsi011100_b_BL_2018-03-16"	"Other programs"	16	3	2018	"Birsi011100_b_BL"	"Birsig"	"Birsig 4, Biel-Benken, Hagenmatt"	"Bâle-Campagne"	605688	261686	313	1	12	11.6	47.5058985687025	7.51413437842754
"CSCF_Birsig 7_BL"	"CSCF_Birsig 7_BL_2018-03-14"	"Other programs"	14	3	2018	"Birsig 7_BL"	"Birsig"	"Birsig 7, Rodersdorf"	"Soleure"	600434	258677	373	1	14	20.6	47.4788602844147	7.44439480311666
"CSCF_March000200_BL"	"CSCF_March000200_BL_2018-03-16"	"Other programs"	16	3	2018	"March000200_BL"	"Marchbach"	"Marchbach 1, Oberwil, unterhalb ARA"	"Bâle-Campagne"	609055	262384	294	1	5	9.4	47.5121385448566	7.55883889191641
"CSCF_331_VD"	"CSCF_331_VD_2010-03-18"	"Other programs"	18	3	2010	"331_VD"	"Malarmary"	"L'Armary, Fangeraz"	"Vaud"	516900	150300	607	2	14	48.2	46.4988517470796	6.35610581309125
"CSCF_188_VD"	"CSCF_188_VD_2010-03-18"	"Other programs"	18	3	2010	"188_VD"	"Malarmary"	"L'Armary, Montherod"	"Vaud"	517750	150085	570	1	14	39.5	46.4970227966239	6.36721547717009
"CSCF_332_VD"	"CSCF_332_VD_2013-03-12"	"Other programs"	12	3	2013	"332_VD"	"Le Creuson"	"Le Creuson, Chavannes-des-Bois"	"Vaud"	500120	129552	453	1	10	17.3	46.3099441582357	6.14201816269499
"CSCF_331_VD"	"CSCF_331_VD_2013-03-26"	"Other programs"	26	3	2013	"331_VD"	"Malarmary"	"L'Armary, Fangeraz"	"Vaud"	516900	150300	607	2	18	44.4	46.4988517470796	6.35610581309125
"CSCF_188_VD"	"CSCF_188_VD_2013-03-26"	"Other programs"	26	3	2013	"188_VD"	"Malarmary"	"L'Armary, Montherod"	"Vaud"	517750	150085	570	1	16	42.1	46.4970227966239	6.36721547717009
"CSCF_525_VD"	"CSCF_525_VD_2014-03-11"	"Other programs"	11	3	2014	"525_VD"	"Venoge"	"La Venoge, Bois de Vaux"	"Vaud"	529720	163823	434	1	16	26.9	46.6219587214486	6.5210334191235
"CSCF_VD_THI_NEU_0430"	"CSCF_VD_THI_NEU_0430_2016-03-02"	"Other programs"	2	3	2016	"VD_THI_NEU_0430"	"Thiele"	"Aérodrome"	"Vaud"	537162	179712	432	1	16	35.1	46.7656216870655	6.61601694044299
"CSCF_VD_CAR_BRE_0736"	"CSCF_VD_CAR_BRE_0736_2016-03-17"	"Other programs"	17	3	2016	"VD_CAR_BRE_0736"	"Carrouge"	"Servion"	"Vaud"	549386	158001	737	2	17	58.9	46.5713672678029	6.77842551560494
"CSCF_VD_MOR_TAL_0593"	"CSCF_VD_MOR_TAL_0593_2016-03-14"	"Other programs"	14	3	2016	"VD_MOR_TAL_0593"	"Mortigue"	"Brit"	"Vaud"	536954	164606	594	1	8	9.6	46.6297235011078	6.61536880295655
"CSCF_VD_MOR_VEN_0615"	"CSCF_VD_MOR_VEN_0615_2018-03-19"	"Other programs"	19	3	2018	"VD_MOR_VEN_0615"	"Morvaz"	"Amont route de Moiry"	"Vaud"	523506	165592	615	2	12	24.4	46.6371881436624	6.43961535770317
"CSCF_525_VD"	"CSCF_525_VD_2018-03-23"	"Other programs"	23	3	2018	"525_VD"	"Venoge"	"Bois de Vaux"	"Vaud"	529720	163823	434	1	18	31.4	46.6219587214486	6.5210334191235
"CSCF_VD_CAR_BRE_0736"	"CSCF_VD_CAR_BRE_0736_2018-04-19"	"Other programs"	19	4	2018	"VD_CAR_BRE_0736"	"Carrouge"	"Servion"	"Vaud"	549386	158001	737	1	17	62.9	46.5713672678029	6.77842551560494
"CSCF_528_VD"	"CSCF_528_VD_2014-03-06"	"Other programs"	6	3	2014	"528_VD"	"Nozon"	"Le Nozon, Amont Jonction"	"Vaud"	532435	175523	439	1	18	32.1	46.7274796644091	6.55475788741657
"CSCF_528_VD"	"CSCF_528_VD_2018-03-20"	"Other programs"	20	3	2018	"528_VD"	"Nozon"	"Amont Jonction"	"Vaud"	532435	175523	439	1	19	25.1	46.7274796644091	6.55475788741657
"CSCF_528_VD"	"CSCF_528_VD_2012-03-09"	"Other programs"	9	3	2012	"528_VD"	"Nozon"	"Le Nozon, Amont Jonction"	"Vaud"	532435	175523	439	1	13	24	46.7274796644091	6.55475788741657
"CSCF_526_VD"	"CSCF_526_VD_2012-03-09"	"Other programs"	9	3	2012	"526_VD"	"Nozon"	"Le Nozon, Aval Orny"	"Vaud"	530988	170036	446	1	16	30.6	46.6779764686424	6.53665506359577
"CSCF_NW_16_Buoholz_01"	"CSCF_NW_16_Buoholz_01_2016-04-12"	"Other programs"	12	4	2016	"NW_16_Buoholz_01"	"Buoholzbach"	"Oberdorf"	"Nidwald"	672933	198146	503	2	14	48.2	46.9304013435118	8.39634538820226
"CSCF_ZH_Taegern_01"	"CSCF_ZH_Taegern_01_2016-04-11"	"Other programs"	11	4	2016	"ZH_Taegern_01"	"Aa"	"Gossau (ZH)"	"Zürich"	698976	239689	441	2	16	39.4	47.3006560351186	8.74736767652021
"CSCF_GR_16_Albula_A1"	"CSCF_GR_16_Albula_A1_2012-07-08"	"Other programs"	8	7	2012	"GR_16_Albula_A1"	"Beverin"	"Bever"	"Grison"	784768	159307	1805	2	13	71.1	46.5595057702312	9.84857750426467
"CSCF_GR_16_Albula_A1"	"CSCF_GR_16_Albula_A1_2014-06-04"	"Other programs"	4	6	2014	"GR_16_Albula_A1"	"Bever"	"Beverin"	"Grison"	784768	159307	1805	1	13	69.1	46.5595057702312	9.84857750426467
"CSCF_GR_16_Albula_A2"	"CSCF_GR_16_Albula_A2_2014-06-05"	"Other programs"	5	6	2014	"GR_16_Albula_A2"	"Albula"	"Bergün/Bravuogn"	"Grison"	778706	162401	1755	2	13	64.2	46.5889731851251	9.77075807649099
"CSCF_GR_16_Albula_A3"	"CSCF_GR_16_Albula_A3_2014-06-05"	"Other programs"	5	6	2014	"GR_16_Albula_A3"	"Preda Dadins"	"Bergün/Bravuogn"	"Grison"	779129	162310	1785	2	13	55.5	46.5880417237077	9.77623956756302
"CSCF_GR_16_Albula_A1"	"CSCF_GR_16_Albula_A1_2015-06-06"	"Other programs"	6	6	2015	"GR_16_Albula_A1"	"Bever"	"Beverin"	"Grison"	784768	159307	1805	1	13	63.7	46.5595057702312	9.84857750426467
"CSCF_GR_16_Albula_A2"	"CSCF_GR_16_Albula_A2_2015-06-07"	"Other programs"	7	6	2015	"GR_16_Albula_A2"	"Albula"	"Bergün/Bravuogn"	"Grison"	778706	162401	1755	2	13	68.1	46.5889731851251	9.77075807649099
"CSCF_GR_16_Albula_A3"	"CSCF_GR_16_Albula_A3_2015-06-07"	"Other programs"	7	6	2015	"GR_16_Albula_A3"	"Preda Dadins"	"Bergün/Bravuogn"	"Grison"	779129	162310	1785	2	13	49.4	46.5880417237077	9.77623956756302
"CSCF_22_VD"	"CSCF_22_VD_2013-02-26"	"Other programs"	26	2	2013	"22_VD"	"Aubonne"	"L'Aubonne, Volaille"	"Vaud"	518330	151245	500	2	15	47	46.5075277164965	6.37456495631147
"CSCF_20_VD"	"CSCF_20_VD_2013-03-26"	"Other programs"	26	3	2013	"20_VD"	"Aubonne"	"L'Aubonne, Le Roselet"	"Vaud"	517270	153420	630	2	15	56.2	46.526961191068	6.36036666044093
"CSCF_22_VD"	"CSCF_22_VD_2017-03-15"	"Other programs"	15	3	2017	"22_VD"	"Aubonne"	"Volaille"	"Vaud"	518330	151245	500	1	18	51.1	46.5075277164965	6.37456495631147
"CSCF_20_VD"	"CSCF_20_VD_2017-03-28"	"Other programs"	28	3	2017	"20_VD"	"Aubonne"	"Le Roselet"	"Vaud"	517270	153420	630	2	16	52.7	46.526961191068	6.36036666044093
"CSCF_22_VD"	"CSCF_22_VD_2010-03-11"	"Other programs"	11	3	2010	"22_VD"	"Aubonne"	"L'Aubonne, Volaille"	"Vaud"	518330	151245	500	1	15	45.3	46.5075277164965	6.37456495631147
"CSCF_616_VD"	"CSCF_616_VD_2013-05-07"	"Other programs"	7	5	2013	"616_VD"	"Hongrin"	"L'Hongrin, Vuichoude"	"Vaud"	568619	142386	1104	1	15	38.8	46.4320815802507	7.03035541776247
"CSCF_572155"	"CSCF_572155_2010-04-07"	"BDM"	7	4	2010	"572155"	"Tâna"	"Tâna, Grandvillard"	"Fribourg"	572423	155000	727	1	13	64.8	46.5457182499071	7.07909469044028
"CSCF_584243"	"CSCF_584243_2010-03-09"	"BDM"	9	3	2010	"584243"	"Ruisseau de Boécourt"	"Ruisseau de Boécourt, Bassecourt"	"Jura"	584000	243405	488	1	15	32.7	47.3413072819899	7.22692294439824
"CSCF_566171"	"CSCF_566171_2010-04-07"	"BDM"	7	4	2010	"566171"	"Ruisseau du Glèbe"	"Ruisseau du Glèbe, Villorsonnens"	"Fribourg"	566355	172000	807	1	16	63.1	46.6983627301684	6.99874067121454
"CSCF_578179"	"CSCF_578179_2010-04-21"	"BDM"	21	4	2010	"578179"	"Gérine affluent"	"Gérine affl, Marly"	"Fribourg"	579000	179644	661	1	8	46.6	46.7676414047514	7.16371773819937
"CSCF_566131"	"CSCF_566131_2010-04-08"	"BDM"	8	4	2010	"566131"	"Grande Eau affluent"	"Grande Eau affl, Leysin"	"Vaud"	566591	131000	861	1	15	62.4	46.329561063174	7.00478955130036
"CSCF_590107"	"CSCF_590107_2010-06-23"	"BDM"	23	6	2010	"590107"	"Ruisseau de Tortin"	"Ruisseau de Tortin, Nendaz"	"Valais"	590000	107645	1968	1	13	50.8	46.1202260287365	7.30927627553247
"CSCF_584123"	"CSCF_584123_2010-05-18"	"BDM"	18	5	2010	"584123"	"Lizerne"	"Lizerne, Vètroz"	"Valais"	584757	124000	1135	2	10	78.1	46.2672497216433	7.24091970052361
