"SiteId"	"SampId"	"MonitoringProgram"	"Day"	"Month"	"Year"	"Station.nb."	"Watercourse"	"Locality"	"Canton"	"X"	"Y"	"Altitude"	"Sampling.window"	"IBCH.index"	"SPEAR.index"	"Latitude"	"Longitude"
"CSCF_SP12_AG"	"CSCF_SP12_AG_2013-03-15"	"Other programs"	15	3	2013	"SP12_AG"	"Furtbach"	"Würenlos"	"Argovie"	669188	254624	392	1	7	15.1	47.438771918061	8.35583889736764
"CSCF_SP13_AG"	"CSCF_SP13_AG_2013-03-14"	"Other programs"	14	3	2013	"SP13_AG"	"Surb"	"Endingen"	"Argovie"	665224	265004	395	1	9	26.9	47.532528215932	8.30481157932864
"CSCF_SP15_AG"	"CSCF_SP15_AG_2013-03-15"	"Other programs"	15	3	2013	"SP15_AG"	"Etzgerbach"	"Mettau"	"Argovie"	650987	268668	305	1	13	41.2	47.5667388174246	8.11617430277473
"CSCF_SP17_AG"	"CSCF_SP17_AG_2013-03-15"	"Other programs"	15	3	2013	"SP17_AG"	"Möhlinbach"	"Möhlin"	"Argovie"	632055	266359	300	1	12	46.1	47.5471694015388	7.86443753401403
"CSCF_SP18_AG"	"CSCF_SP18_AG_2013-03-15"	"Other programs"	15	3	2013	"SP18_AG"	"Magdenerbach"	"Magden"	"Argovie"	627288	265338	310	1	10	38.9	47.5382021229202	7.80105377811487
"CSCF_SON 189_FR"	"CSCF_SON 189_FR_2013-03-21"	"Other programs"	21	3	2013	"SON 189_FR"	"Sonnaz"	"Sonnaz, La Sonnaz"	"Fribourg"	576830	187760	541	1	15	37.4	46.8405756031603	7.13489844871786
"CSCF_SON 187_FR"	"CSCF_SON 187_FR_2013-03-21"	"Other programs"	21	3	2013	"SON 187_FR"	"Sonnaz"	"Sonnaz, Le Moulin"	"Fribourg"	575260	186550	555	1	15	29.1	46.8296348040904	7.11438286029667
"CSCF_SON-COU 191_FR"	"CSCF_SON-COU 191_FR_2013-03-21"	"Other programs"	21	3	2013	"SON-COU 191_FR"	"Ruisseau de Courtepin"	"Ruisseau de Courtepin, Aval Courtepin"	"Fribourg"	576250	189840	567	1	12	24.4	46.8592653273624	7.1271870180442
"CSCF_BS 611_FR"	"CSCF_BS 611_FR_2013-03-21"	"Other programs"	21	3	2013	"BS 611_FR"	"Sarine"	"Sarine, Les Neigles (Fribourg)"	"Fribourg"	579531	183909	611	2	15	41.1	46.8060231556456	7.17047843793765
"CSCF_SON 184_FR"	"CSCF_SON 184_FR_2013-03-21"	"Other programs"	21	3	2013	"SON 184_FR"	"Sonnaz"	"Sonnaz, Pisciculture d'Autafond"	"Fribourg"	572880	184430	588	1	16	36.3	46.8104720945577	7.08331563878226
"CSCF_NE_2444"	"CSCF_NE_2444_2012-04-27"	"Other programs"	27	4	2012	"NE_2444"	"Areuse"	"rte Môtier-Boveresse"	"Neuchâtel"	536570	195965	740	1	17	55.8	46.9117589292753	6.60601010036195
"CSCF_NE_2450"	"CSCF_NE_2450_2012-04-28"	"Other programs"	28	4	2012	"NE_2450"	"Noiraigue"	"Source Noiraigue"	"Neuchâtel"	545710	200920	740	1	15	52.7	46.9571377922559	6.72539001600259
"CSCF_NE_2443"	"CSCF_NE_2443_2012-04-27"	"Other programs"	27	4	2012	"NE_2443"	"Buttes"	"Pont à Tivoli"	"Neuchâtel"	532870	193410	764	1	16	52.2	46.8884140665466	6.5578216370526
"CSCF_NE_2447"	"CSCF_NE_2447_2012-04-28"	"Other programs"	28	4	2012	"NE_2447"	"Areuse"	"Travers"	"Neuchâtel"	540060	198160	729	1	14	46.8	46.931826377265	6.65153020623938
"CSCF_NE_2441"	"CSCF_NE_2441_2012-04-27"	"Other programs"	27	4	2012	"NE_2441"	"Areuse"	"Source Areuse"	"Neuchâtel"	532386	195965	777	1	17	52.5	46.9113464983865	6.55109244171068
"CSCF_NE_2459"	"CSCF_NE_2459_2012-04-27"	"Other programs"	27	4	2012	"NE_2459"	"Bied de Môtier"	"Môtier"	"Neuchâtel"	537240	195580	740	1	16	56.6	46.9083595413145	6.61485740140991
"CSCF_NE_AREU_03"	"CSCF_NE_AREU_03_2012-04-28"	"Other programs"	28	4	2012	"NE_AREU_03"	"Vieille Areuse"	"Pisciculture"	"Neuchâtel"	536880	196290	735	1	16	38.5	46.914711735402	6.61003403634829
"CSCF_NE_2446"	"CSCF_NE_2446_2012-04-28"	"Other programs"	28	4	2012	"NE_2446"	"Areuse"	"Piscine Boveresse"	"Neuchâtel"	537180	196840	733	1	16	51.9	46.9196872734102	6.61389610039901
"CSCF_NE_2458"	"CSCF_NE_2458_2012-04-27"	"Other programs"	27	4	2012	"NE_2458"	"Fleurier"	"Eglise Fleurier"	"Neuchâtel"	534872	194865	743	1	16	55	46.9017005182211	6.58387993985577
"CSCF_TI_TIC_270"	"CSCF_TI_TIC_270_2013-03-14"	"Other programs"	14	3	2013	"TI_TIC_270"	"Ticino"	"Iragna Bosciarina"	"Tessin"	718300	132280	270	1	14	58	46.3314895307072	8.97501623179651
"CSCF_TI_TIC_267"	"CSCF_TI_TIC_267_2013-03-14"	"Other programs"	14	3	2013	"TI_TIC_267"	"Ticino"	"Osogna - Bosco Nord"	"Tessin"	718700	131000	267	1	13	55.8	46.319906822589	8.97988322058269
"CSCF_TI_TIC_263"	"CSCF_TI_TIC_263_2013-03-14"	"Other programs"	14	3	2013	"TI_TIC_263"	"Ticino"	"Osogna - Bosco Sud"	"Tessin"	718800	130050	263	1	14	53.6	46.3113449818692	8.98093887575525
"CSCF_TI_DIN_625"	"CSCF_TI_DIN_625_2013-03-20"	"Other programs"	20	3	2013	"TI_DIN_625"	"Torrente di Dino"	"Sonvico Luss"	"Tessin"	721023	102114	625	2	16	54.6	46.0596994558744	9.0025635196238
"CSCF_TI_DIN_346"	"CSCF_TI_DIN_346_2013-03-21"	"Other programs"	21	3	2013	"TI_DIN_346"	"Torrente di Dino"	"Cadro Penitenziario cantonale"	"Tessin"	719010	100767	346	1	14	46.3	46.0479427821187	8.97621640117159
"CSCF_TI_DIN_339"	"CSCF_TI_DIN_339_2013-03-20"	"Other programs"	20	3	2013	"TI_DIN_339"	"Torrente di Dino"	"Sonvico Ferrera"	"Tessin"	718806	100614	339	1	15	40.8	46.0466026671911	8.97354281640648
"CSCF_TI_CAS_337"	"CSCF_TI_CAS_337_2013-03-20"	"Other programs"	20	3	2013	"TI_CAS_337"	"Cassarate"	"Sureggio Pero"	"Tessin"	718697	100549	337	1	18	49.7	46.0460372438288	8.97211856479763
"CSCF_TI_CAS_331"	"CSCF_TI_CAS_331_2013-03-21"	"Other programs"	21	3	2013	"TI_CAS_331"	"Cassarate"	"Cadro Stampa"	"Tessin"	718753	100237	331	1	13	44.3	46.0432213676076	8.97276307270485
"CSCF_OGW013_SG"	"CSCF_OGW013_SG_2013-03-14"	"Other programs"	14	3	2013	"OGW013_SG"	"Aabach"	"Härti Pt. 412, Schmerikon"	"St. Gall"	714800	231200	412	1	13	45.7	47.2217521956323	8.95438908115449
"CSCF_OGW002_SG"	"CSCF_OGW002_SG_2013-03-13"	"Other programs"	13	3	2013	"OGW002_SG"	"Seez"	"Ziegelhütte"	"St. Gall"	741450	220300	425	1	9	58.1	47.1185695876916	9.30272449189079
"CSCF_OGW097_SG"	"CSCF_OGW097_SG_2013-03-14"	"Other programs"	14	3	2013	"OGW097_SG"	"Seez"	"Plons"	"St. Gall"	749100	213675	470	1	13	73.3	47.0573178098127	9.40131536351335
"CSCF_OGW129_SG"	"CSCF_OGW129_SG_2013-03-13"	"Other programs"	13	3	2013	"OGW129_SG"	"Seez"	"Paschga"	"St. Gall"	742650	219500	430	1	12	64.2	47.111118234098	9.31828015580006
"CSCF_OGW050_SG"	"CSCF_OGW050_SG_2013-03-18"	"Other programs"	18	3	2013	"OGW050_SG"	"Wagnerbach"	"ob. Siessenweiher"	"St. Gall"	713323	233894	528	1	13	45.6	47.246234328012	8.93557067845521
"CSCF_OGW109_bis_SG"	"CSCF_OGW109_bis_SG_2013-03-18"	"Other programs"	18	3	2013	"OGW109_bis_SG"	"Wagnerbach"	"Eschenbach"	"St. Gall"	712437	232469	460	1	12	40.3	47.2335706547297	8.92351372001823
"CSCF_S259_AG"	"CSCF_S259_AG_2014-03-06"	"Other programs"	6	3	2014	"S259_AG"	"Wilibach"	"Wilibach, Vordemwald - Sennhof"	"Argovie"	634831	234978	440	1	16	42.4	47.2647864972593	7.89886826346364
"CSCF_S260_AG"	"CSCF_S260_AG_2014-03-06"	"Other programs"	6	3	2014	"S260_AG"	"Wilibach"	"Wilibach, Brittnau - Langmatt"	"Argovie"	636557	233310	477	1	15	53.5	47.249690525578	7.92153823103396
"CSCF_S232_AG"	"CSCF_S232_AG_2013-04-05"	"Other programs"	5	4	2013	"S232_AG"	"Ithalenbach"	"Ithalenbach, Remigen"	"Argovie"	656531	262114	387	2	15	50.7	47.507342407117	8.18900911013288
"CSCF_S231_AG"	"CSCF_S231_AG_2013-04-05"	"Other programs"	5	4	2013	"S231_AG"	"Kumetbach"	"Kumetbach, Villigen"	"Argovie"	658723	264135	339	2	14	30.3	47.5253259972896	8.218369482015
"CSCF_S233_AG"	"CSCF_S233_AG_2013-04-05"	"Other programs"	5	4	2013	"S233_AG"	"Schmittenbach"	"Schmittenbach, Remigen"	"Argovie"	655392	262651	401	2	14	51.1	47.5122688503774	8.17395803833555
"CSCF_S238_AG"	"CSCF_S238_AG_2013-04-05"	"Other programs"	5	4	2013	"S238_AG"	"Binnenkanal"	"Binnenkanal, Schinznach-Dorf"	"Argovie"	654634	255246	342	2	10	39	47.4457347005481	8.16298948340764
"CSCF_S243_AG"	"CSCF_S243_AG_2013-04-11"	"Other programs"	11	4	2013	"S243_AG"	"Steinerkanal"	"Steinerkanal, Rupperswil"	"Argovie"	652054	251160	352	2	15	37.4	47.4091951683629	8.12830905576864
"CSCF_14_8300_GE"	"CSCF_14_8300_GE_2013-04-04"	"Other programs"	4	4	2013	"14_8300_GE"	"La Seymaz"	"La Seymaz, pont de Choulex / Montagnys"	"Genève"	506909	119900	427	2	10	15.5	46.2241037183846	6.23206299109038
"CSCF_131_300_GE"	"CSCF_131_300_GE_2014-03-10"	"Other programs"	10	3	2014	"131_300_GE"	"Nant des Frères"	"Nant des Frères, embouchure"	"Genève"	496404	118665	380	1	5	15.5	46.2114611198513	6.09620494615651
"CSCF_14_3650_GE"	"CSCF_14_3650_GE_2013-04-04"	"Other programs"	4	4	2013	"14_3650_GE"	"La Seymaz"	"La Seymaz, De Haller"	"Genève"	504094	117390	417	2	8	10.6	46.2011325295745	6.19609833565193
"CSCF_14_5900_GE"	"CSCF_14_5900_GE_2013-04-04"	"Other programs"	4	4	2013	"14_5900_GE"	"La Seymaz"	"La Seymaz, pont Ladame"	"Genève"	505402	118538	423	2	9	18.1	46.211643170308	6.21280936922158
"CSCF_17_600_GE"	"CSCF_17_600_GE_2013-04-04"	"Other programs"	4	4	2013	"17_600_GE"	"Le Chambet"	"Le Chambet, Corsinge"	"Genève"	507594	121525	430	2	15	26.2	46.2388141936651	6.24061851640965
"CSCF_130_150_GE"	"CSCF_130_150_GE_2014-03-10"	"Other programs"	10	3	2014	"130_150_GE"	"Nant d'Avanchet"	"Nant d'Avanchet, embouchure"	"Genève"	496129	118760	372	1	4	0	46.2122732029287	6.09262100724849
"CSCF_14_1300_GE"	"CSCF_14_1300_GE_2013-04-04"	"Other programs"	4	4	2013	"14_1300_GE"	"La Seymaz"	"La Seymaz, Claparède"	"Genève"	503219	116000	403	2	7	9.6	46.1885051378549	6.18505161991883
"CSCF_RHO 86.8_VS"	"CSCF_RHO 86.8_VS_2014-02-25"	"Other programs"	25	2	2014	"RHO 86.8_VS"	"Rhône"	"Rhône, Rottensand"	"Valais"	611683	128372	565	2	13	65.2	46.3066496626475	7.59028754974255
"CSCF_RHO 83.9_VS"	"CSCF_RHO 83.9_VS_2014-02-25"	"Other programs"	25	2	2014	"RHO 83.9_VS"	"Rhône"	"Rhône, Aval Finges"	"Valais"	609168	127121	590	2	13	68.5	46.2954351792671	7.55761721983405
"CSCF_JU_DO_15.7"	"CSCF_JU_DO_15.7_2013-04-07"	"Other programs"	7	4	2013	"JU_DO_15.7"	"Doubs"	"Lomenne"	"Jura"	579901	245148	438	2	17	40.9	47.3568721687842	7.17260660620302
"CSCF_JU_DO_16"	"CSCF_JU_DO_16_2013-04-07"	"Other programs"	7	4	2013	"JU_DO_16"	"Doubs"	"Tillot aval"	"Jura"	577800	245446	435	2	17	46.8	47.3594850669589	7.14478322053857
"CSCF_JU_AL_01"	"CSCF_JU_AL_01_2013-04-04"	"Other programs"	4	4	2013	"JU_AL_01"	"Allaine"	"Charmoille Source"	"Jura"	584942	252809	610	1	17	52.9	47.4259111568201	7.23907129752881
"CSCF_JU_AL_01.3"	"CSCF_JU_AL_01.3_2013-04-04"	"Other programs"	4	4	2013	"JU_AL_01.3"	"Allaine"	"Touillère amont"	"Jura"	583939	252549	550	2	13	48.9	47.4235489909611	7.22578778983972
"CSCF_JU_AL_04"	"CSCF_JU_AL_04_2013-04-04"	"Other programs"	4	4	2013	"JU_AL_04"	"Allaine"	"Alle pisciculture amont"	"Jura"	577802	252894	456	2	14	32.8	47.4264736800472	7.14444030479199
"CSCF_JU_AL_07"	"CSCF_JU_AL_07_2013-04-04"	"Other programs"	4	4	2013	"JU_AL_07"	"Allaine"	"Porrentruy SEPE aval"	"Jura"	572873	253648	415	2	15	37.2	47.4330705787744	7.07906979191085
"CSCF_JU_SO_08"	"CSCF_JU_SO_08_2013-03-27"	"Other programs"	27	3	2013	"JU_SO_08"	"Sorne"	"Undervelier aval"	"Jura"	583553	239408	530	1	17	46.8	47.3053457309135	7.22115471144414
"CSCF_JU_SC_02"	"CSCF_JU_SC_02_2013-03-27"	"Other programs"	27	3	2013	"JU_SC_02"	"Scheulte"	"Mervelier  amont"	"Jura"	605220	243004	580	1	16	49	47.3378739567825	7.50770448227862
"CSCF_JU_TB_02"	"CSCF_JU_TB_02_2013-03-27"	"Other programs"	27	3	2013	"JU_TB_02"	"Tabeillon"	"Glovelier amont"	"Jura"	580970	241753	545	1	18	51.5	47.3263681571647	7.18689988644852
"CSCF_JU_CH_00"	"CSCF_JU_CH_00_2013-03-27"	"Other programs"	27	3	2013	"JU_CH_00"	"Chèvre R"	"Monsevelier amont"	"Jura"	605625	245486	575	1	16	53.4	47.3601945945614	7.51309428894072
"CSCF_JU_CH_02"	"CSCF_JU_CH_02_2013-03-27"	"Other programs"	27	3	2013	"JU_CH_02"	"Chèvre R"	"Courchapoix amont"	"Jura"	601800	244500	500	1	13	40.2	47.3513477217186	7.46245952980915
"CSCF_JU_LU_01"	"CSCF_JU_LU_01_2013-04-04"	"Other programs"	4	4	2013	"JU_LU_01"	"Lucelle"	"Pleigne Rond Pré"	"Jura"	587833	250433	695	1	5	25	47.404600827181	7.27745067731508
"CSCF_JU_LU_03"	"CSCF_JU_LU_03_2013-03-29"	"Other programs"	29	3	2013	"JU_LU_03"	"Lucelle"	"Lucelle amont étang"	"Jura"	585389	251394	600	1	16	46.9	47.4131945394139	7.2450416678336
"CSCF_JU_LU_04"	"CSCF_JU_LU_04_2013-03-29"	"Other programs"	29	3	2013	"JU_LU_04"	"Lucelle"	"Lucelle aval étang"	"Jura"	585810	252483	590	1	17	43.2	47.4229983521073	7.25058533477485
"CSCF_JU_LU_05"	"CSCF_JU_LU_05_2013-03-29"	"Other programs"	29	3	2013	"JU_LU_05"	"Lucelle"	"Moulin Neuf"	"Jura"	591040	254215	510	1	18	57.3	47.4386680721662	7.31986065791766
"CSCF_JU_VA_01"	"CSCF_JU_VA_01_2013-04-08"	"Other programs"	8	4	2013	"JU_VA_01"	"Bief de Vautenaivre"	"Confluence Doubs"	"Jura"	562870	236452	490	2	16	57.8	47.2779189642886	6.9479078964305
"CSCF_JU_CO_01"	"CSCF_JU_CO_01_2013-04-01"	"Other programs"	1	4	2013	"JU_CO_01"	"Coeuvatte"	"Coeuve aval"	"Jura"	574604	256742	426	2	7	20.1	47.4609670220188	7.10183795678007
"CSCF_JU_CO_02.1"	"CSCF_JU_CO_02.1_2013-04-01"	"Other programs"	1	4	2013	"JU_CO_02.1"	"Coeuvatte"	"Lugnez amont village"	"Jura"	574470	258926	415	2	13	34.9	47.4806045510931	7.09993595669037
"CSCF_JU_CO_02.2"	"CSCF_JU_CO_02.2_2013-04-01"	"Other programs"	1	4	2013	"JU_CO_02.2"	"Coeuvatte"	"Lugnez amont STEP"	"Jura"	573723	259755	405	2	14	36.4	47.4880310561942	7.08997695364166
"CSCF_JU_CO_03"	"CSCF_JU_CO_03_2013-04-01"	"Other programs"	1	4	2013	"JU_CO_03"	"Coeuvatte"	"Lugnez aval STEP"	"Jura"	573219	259954	403	2	15	34.6	47.4898005058333	7.08327769315898
"CSCF_JU_CY_01.1"	"CSCF_JU_CY_01.1_2013-04-05"	"Other programs"	5	4	2013	"JU_CY_01.1"	"Corbery"	"Front Vendlincourt-Bonfol"	"Jura"	580383	257077	445	2	13	35.4	47.4641776406994	7.17846315126196
"CSCF_JU_CY_01"	"CSCF_JU_CY_01_2013-04-05"	"Other programs"	5	4	2013	"JU_CY_01"	"Corbery"	"Bonfol frontière"	"Jura"	580310	257456	441	2	16	42.3	47.4675841732379	7.17747826528332
"CSCF_JU_DO_13"	"CSCF_JU_DO_13_2014-03-08"	"Other programs"	8	3	2014	"JU_DO_13"	"Doubs"	"Le Theusseret"	"Jura"	563360	232709	495	1	17	38.8	47.2442802674414	6.95468879012345
"CSCF_JU_DO_14"	"CSCF_JU_DO_14_2014-03-08"	"Other programs"	8	3	2014	"JU_DO_14"	"Doubs"	"Clairbief"	"Jura"	567499	238932	480	1	19	43.4	47.300469086927	7.00890647685763
"CSCF_JU_MO_01"	"CSCF_JU_MO_01_2014-03-09"	"Other programs"	9	3	2014	"JU_MO_01"	"La Motte R"	"Ocourt La Motte"	"Jura"	570988	244261	425	1	12	34.1	47.3485623450517	7.05469297629027
"CSCF_JU_DO_16.1"	"CSCF_JU_DO_16.1_2014-03-09"	"Other programs"	9	3	2014	"JU_DO_16.1"	"Doubs"	"St-Ursanne aval STEP"	"Jura"	576346	245487	430	1	18	39.6	47.3598032701095	7.12553513390017
"CSCF_JU_BV_01"	"CSCF_JU_BV_01_2014-03-08"	"Other programs"	8	3	2014	"JU_BV_01"	"Côte au Bouvier R"	"Les Moulins amont"	"Jura"	571371	239247	485	1	16	48.3	47.3034816225249	7.06008145804692
"CSCF_JU_BV_02"	"CSCF_JU_BV_02_2014-03-08"	"Other programs"	8	3	2014	"JU_BV_02"	"Côte au Bouvier R"	"Pisciculture aval"	"Jura"	571208	239568	475	1	12	35.9	47.3063617221108	7.05790558909455
"CSCF_S236_AG"	"CSCF_S236_AG_2013-04-11"	"Other programs"	11	4	2013	"S236_AG"	"Wildibach"	"Wildibach, Brugg"	"Argovie"	655705	257734	339	2	12	22.5	47.4680211377305	8.17749868084804
"CSCF_GE 504_FR"	"CSCF_GE 504_FR_2013-03-26"	"Other programs"	26	3	2013	"GE 504_FR"	"Gérine"	"Gérine, Plasselb"	"Fribourg"	585322	175779	816	2	14	62.7	46.7330432847472	7.24660500163078
"CSCF_GE 507_FR"	"CSCF_GE 507_FR_2013-03-26"	"Other programs"	26	3	2013	"GE 507_FR"	"Gérine"	"Gérine, Stersmühle"	"Fribourg"	581576	178848	675	2	13	70.7	46.7605572534646	7.19747299055103
"CSCF_GE-PON 521_FR"	"CSCF_GE-PON 521_FR_2013-04-04"	"Other programs"	4	4	2013	"GE-PON 521_FR"	"Ruisseau du Pontet"	"Ruisseau du Pontet, Amont Pontet"	"Fribourg"	578508	174197	798	1	11	42.5	46.7186277537391	7.1575322409451
"CSCF_BS 603_FR"	"CSCF_BS 603_FR_2013-03-27"	"Other programs"	27	3	2013	"BS 603_FR"	"Sarine"	"Sarine, La Tuffière (Corpataux)"	"Fribourg"	574054	178006	584	1	13	32.5	46.7527328125687	7.0990611687893
"CSCF_GE-RUD 528_FR"	"CSCF_GE-RUD 528_FR_2013-03-26"	"Other programs"	26	3	2013	"GE-RUD 528_FR"	"Rüdigraben"	"Rüdigraben, Amont confluence Nesslera"	"Fribourg"	581570	177685	700	2	16	54.1	46.7500954281677	7.19744123925983
"CSCF_BS-ARV 613_FR"	"CSCF_BS-ARV 613_FR_2013-04-04"	"Other programs"	4	4	2013	"BS-ARV 613_FR"	"Ruisseau des Arvagnys"	"Ruisseau des Arvagnys, Le Moulin (Treyvaux)"	"Fribourg"	575688	175407	703	1	11	34.9	46.7294153829661	7.12058424452946
"CSCF_BS 606_FR"	"CSCF_BS 606_FR_2013-03-27"	"Other programs"	27	3	2013	"BS 606_FR"	"Sarine"	"Sarine, Aval STEP (Arconciel)"	"Fribourg"	575855	179943	573	1	14	41.1	46.7702245058958	7.12252992141007
"CSCF_BS-VER 612_FR"	"CSCF_BS-VER 612_FR_2013-03-27"	"Other programs"	27	3	2013	"BS-VER 612_FR"	"Riau de la Verasse"	"Riau de la Verasse, Le Ferpicle (Treyvaux)"	"Fribourg"	575780	173805	813	2	14	36.5	46.7150080856735	7.12187237873992
"CSCF_BS 609_FR"	"CSCF_BS 609_FR_2013-03-27"	"Other programs"	27	3	2013	"BS 609_FR"	"Sarine"	"Sarine, Planafaye (Villars-sur-Glâne)"	"Fribourg"	577343	181525	556	1	8	21.9	46.7845074177607	7.14193238251695
"CSCF_GE-MON 526b_FR"	"CSCF_GE-MON 526b_FR_2013-03-26"	"Other programs"	26	3	2013	"GE-MON 526b_FR"	"Ruisseau de Montécu"	"Ruisseau de Montécu, Amont confluece"	"Fribourg"	581342	177204	718	2	16	48.8	46.745762292348	7.19447697469954
"CSCF_GE 502_FR"	"CSCF_GE 502_FR_2013-03-26"	"Other programs"	26	3	2013	"GE 502_FR"	"Gérine"	"Gérine, Amont confluence Höllbach"	"Fribourg"	584619	173260	925	2	14	67.2	46.7103678969919	7.2374921611503
"CSCF_BS 600_FR"	"CSCF_BS 600_FR_2013-03-27"	"Other programs"	27	3	2013	"BS 600_FR"	"Sarine"	"Sarine, Le Craux (Treyvaux)"	"Fribourg"	574875	174939	621	2	13	41.7	46.725175405854	7.10997422738116
"CSCF_GE-CO 513_FR"	"CSCF_GE-CO 513_FR_2013-04-04"	"Other programs"	4	4	2013	"GE-CO 513_FR"	"Ruisseau de Copy"	"Ruisseau de Copy, Aval Copy"	"Fribourg"	577618	180245	600	2	15	46.7	46.7730026468641	7.14559620192678
"CSCF_GE-NES 520_FR"	"CSCF_GE-NES 520_FR_2013-04-04"	"Other programs"	4	4	2013	"GE-NES 520_FR"	"Nesslera"	"Nesslera, Bredeleu (aval)"	"Fribourg"	580965	178884	681	1	15	45.2	46.7608639202011	7.18947375383526
"CSCF_GE-ZEN 515_FR"	"CSCF_GE-ZEN 515_FR_2013-04-04"	"Other programs"	4	4	2013	"GE-ZEN 515_FR"	"Ruisseau de Zénauva"	"Ruisseau de Zénauva, Montrévaz"	"Fribourg"	580121	176535	767	1	16	52.1	46.7397090759061	7.17852798904287
"CSCF_NE_2435-1"	"CSCF_NE_2435-1_2013-04-24"	"Other programs"	24	4	2013	"NE_2435-1"	"Seyon"	"Aval source Villiers"	"Neuchâtel"	564973	213575	817	1	15	35.8	47.0722639906659	6.97747787287452
"CSCF_NE_2480"	"CSCF_NE_2480_2013-04-26"	"Other programs"	26	4	2013	"NE_2480"	"Torrent"	"aval Rte Chézard"	"Neuchâtel"	562265	212330	719	1	4	27.9	47.0609167906184	6.94192944983079
"CSCF_NE_2422"	"CSCF_NE_2422_2013-04-25"	"Other programs"	25	4	2013	"NE_2422"	"Seyon"	"La Rincieure Pont"	"Neuchâtel"	561900	211400	716	1	10	23	47.052530715093	6.93720327036984
"CSCF_NE_2481"	"CSCF_NE_2481_2013-04-25"	"Other programs"	25	4	2013	"NE_2481"	"Rosey"	"Pont amont affl. Seyon"	"Neuchâtel"	561938	211376	715	1	9	30.3	47.052317021388	6.93770539079288
"CSCF_NE_2483"	"CSCF_NE_2483_2013-04-25"	"Other programs"	25	4	2013	"NE_2483"	"Vernets"	"Vers chez Anker"	"Neuchâtel"	561821	211342	716	1	7	24.9	47.0520044696966	6.93616846627659
"CSCF_NE_2423"	"CSCF_NE_2423_2013-04-24"	"Other programs"	24	4	2013	"NE_2423"	"Seyon"	"Moulin de Bayerel"	"Neuchâtel"	561313	210051	704	1	12	26.5	47.0403626705925	6.9295931234479
"CSCF_NE_2487"	"CSCF_NE_2487_2013-04-25"	"Other programs"	25	4	2013	"NE_2487"	"Sorgereux"	"amont affl. Seyon"	"Neuchâtel"	559632	207338	644	1	8	32.9	47.0158594018805	6.90771662548519
"CSCF_NE_2428"	"CSCF_NE_2428_2013-04-26"	"Other programs"	26	4	2013	"NE_2428"	"Seyon"	"Sous Château Valangin"	"Neuchâtel"	559534	207117	635	1	12	26.9	47.0138655613571	6.90644747535213
"CSCF_TI_CRE_337"	"CSCF_TI_CRE_337_2014-03-06"	"Other programs"	6	3	2014	"TI_CRE_337"	"Cremignone"	"Campagna"	"Tessin"	714920	94853	337	1	7	10.9	45.9954619773141	8.92194411372418
"CSCF_TI_CRE_338"	"CSCF_TI_CRE_338_2014-03-07"	"Other programs"	7	3	2014	"TI_CRE_338"	"Cremignone"	"Sorengo"	"Tessin"	715690	95330	338	1	5	10.7	45.9996206439657	8.93199737211117
"CSCF_Arisd000350_BL"	"CSCF_Arisd000350_BL_2013-03-27"	"Other programs"	27	3	2013	"Arisd000350_BL"	"Arisdörferbach"	"Arisdörferbach, Arisdorf"	"Bâle-Campagne"	623575	263450	318	1	9	39.6	47.5213656224271	7.75164139775175
"CSCF_Birsi003080_BL"	"CSCF_Birsi003080_BL_2013-03-26"	"Other programs"	26	3	2013	"Birsi003080_BL"	"Birsig"	"Birsig, 1 Binningen"	"Bâle-Campagne"	610280	265100	280	1	8	25.7	47.5365477415165	7.57516294629183
"CSCF_Birsi007200_BL"	"CSCF_Birsi007200_BL_2013-03-26"	"Other programs"	26	3	2013	"Birsi007200_BL"	"Birsig"	"Birsig, 2 Oberwil"	"Bâle-Campagne"	608550	262120	295	1	9	26.9	47.509770925539	7.55213015426969
"CSCF_Birsi011100_BL"	"CSCF_Birsi011100_BL_2013-03-26"	"Other programs"	26	3	2013	"Birsi011100_BL"	"Birsig"	"Birsig, 3Biel-Benken"	"Bâle-Campagne"	605580	261625	315	1	10	30.4	47.5053508669476	7.51270012536741
"CSCF_Buuse002100_BL"	"CSCF_Buuse002100_BL_2013-03-27"	"Other programs"	27	3	2013	"Buuse002100_BL"	"Buuserbach"	"Buuserbach, 1 Maisprach"	"Bâle-Campagne"	629890	263830	408	1	10	37.8	47.5245264362548	7.83550963222603
"CSCF_Diegt000200_BL"	"CSCF_Diegt000200_BL_2013-03-27"	"Other programs"	27	3	2013	"Diegt000200_BL"	"Diegterbach"	"Diegterbach, 1 Sissach"	"Bâle-Campagne"	628090	257340	367	1	12	41.5	47.4662359118662	7.81120118801958
"CSCF_Diegt002850_BL"	"CSCF_Diegt002850_BL_2013-03-27"	"Other programs"	27	3	2013	"Diegt002850_BL"	"Diegterbach"	"Diegterbach, 2 Zunzgen"	"Bâle-Campagne"	627870	254830	411	1	12	45.1	47.4436704547928	7.80812667578212
"CSCF_Buuse005300_BL"	"CSCF_Buuse005300_BL_2013-03-27"	"Other programs"	27	3	2013	"Buuse005300_BL"	"Buuserbach"	"Buuserbach, 2 Buus"	"Bâle-Campagne"	631850	261900	428	1	10	34.2	47.5070764916679	7.86139563498218
