"Taxa";"Prevalence";"Taxonomic level";"Null_model";"iGLM.fit";"chGLM.fit";"hGLM.fit";"GAM.fit";"SVM.fit";"BCT.fit";"RF.fit";"ANN.fit";"expl.pow_iGLM.fit";"expl.pow_chGLM.fit";"expl.pow_hGLM.fit";"expl.pow_GAM.fit";"expl.pow_SVM.fit";"expl.pow_BCT.fit";"expl.pow_RF.fit";"expl.pow_ANN.fit";"iGLM.pred";"chGLM.pred";"hGLM.pred";"GAM.pred";"SVM.pred";"BCT.pred";"RF.pred";"ANN.pred";"expl.pow_iGLM.pred";"expl.pow_chGLM.pred";"expl.pow_hGLM.pred";"expl.pow_GAM.pred";"expl.pow_SVM.pred";"expl.pow_BCT.pred";"expl.pow_RF.pred";"expl.pow_ANN.pred";"iGLM.likelihood.ratio";"chGLM.likelihood.ratio";"hGLM.likelihood.ratio";"GAM.likelihood.ratio";"SVM.likelihood.ratio";"BCT.likelihood.ratio";"RF.likelihood.ratio";"ANN.likelihood.ratio";"Big.model.diff";"Big.pred.expl.pow.diff";"chGLM.model.diff";"chGLM.pred.expl.pow.diff"
"Occurrence.Dixidae";0.092599479360357;"family";0.617022337572615;0.570827176990504;0.581821594977688;0.574336816053577;0.527233653946611;0.606279232216611;0.481132411334063;0.187774822221822;0.541487907370347;0.0748678901380531;0.0570493812807612;0.0691798641957836;0.145519340481636;0.0174112097760802;0.220235018999712;0.69567581141303;0.122417659139251;0.0487331662016012;0.0564107313308339;0.0510193210312566;5.16436232408812;0.189109848278243;0.0511031108225825;0.0682864476302;0.0443146305143724;0.921018797482569;0.908575868496503;0.917313656371067;-7.36981420219709;0.693512152214445;0.917177859356561;0.889329051037535;0.928179860248322;1.29828869057144;1.30044359322818;1.29908315142091;0.098414774870673;1.23193326049664;1.23988006139299;1.06156495000738;1.28221190638108;"ANN-GAM";8.29799406244541;NA;NA
"Occurrence.Gyrinidae";0.0829304574191149;"family";0.571737729719057;0.320510419905481;0.32390465565892;0.324054607841578;0.30017522168317;0.340635604536592;0.282187714803292;0.0714135581901959;0.305053691392365;0.439410059463847;0.433473358810723;0.433211084388618;0.474977413453767;0.404210030525753;0.506438529180234;0.875093850767401;0.466444707886842;1.02529532349118;0.964896019497455;0.97336257574258;2.38079012505807;1.28448293936864;0.946716932494758;0.868948572427495;0.900531760258469;-0.793296594218117;-0.687654967202513;-0.702463428853777;-3.16412981215697;-1.24662965657316;-0.655858767550568;-0.519837728488695;-0.575078420486568;0.703004172583554;0.725789187318197;0.722777402960678;0.353346028424087;0.623801127452403;0.717297494478356;0.671146720050878;0.742495080116431;"RF-GAM";2.64429208366827;NA;NA
"Occurrence.Leptoceridae";0.079583488285608;"family";0.55550185039821;0.229425120327642;0.232764257201372;0.234206377321138;0.215655484644404;0.232277793269679;0.249978435072723;0.0459222962989798;0.200899155179791;0.586994858499248;0.580983831044819;0.578387763869287;0.611782598942179;0.581859550777066;0.549995315238777;0.917331875193466;0.638346559897548;1.26178597744528;1.22668903153053;1.22463063240552;1.19460282531115;1.6416373711244;1.38792766249679;1.03812583437333;1.20521595999154;-1.27143433733077;-1.20825372705992;-1.20454825042913;-1.15049297217425;-1.95523294827478;-1.49851132179283;-0.868807158120455;-1.16959846151293;0.596795703970816;0.608375866122166;0.609441614231749;0.6129489225009;0.494266818627153;0.566105618133059;0.608899670786389;0.60522293428402;"RF-SVM";1.08642579015432;NA;NA
"Occurrence.Caenidae";0.0758646336928226;"family";0.53710263645511;0.28734745469078;0.293250191683153;0.29126699304483;0.266041021179947;0.292781873222391;0.234693080606326;0.0610609475353404;0.253641234444394;0.465004572334107;0.454014611399766;0.457707013007422;0.50467377532193;0.454886546164141;0.563038673287276;0.88631419138371;0.527760213358042;0.964431376979198;1.02050051613098;1.00745485391903;1.79850491670449;1.24767329686716;0.943579100913772;0.935782820313603;1.01205734350714;-0.795618400506221;-0.90001025291238;-0.87572129708441;-2.34853116449896;-1.32296997293074;-0.756794766716127;-0.742279327634271;-0.884290403388705;0.71280886848562;0.695151715036344;0.699007413850863;0.464761016851936;0.620365963219621;0.70156409848233;0.645738318886616;0.684403204664462;"RF-GAM";1.60625183686469;NA;NA
"Occurrence.Calopterygidae";0.0769802900706582;"family";0.542663038656323;0.324995011091381;0.330619107496747;0.32798381405369;0.302819501854153;0.330841751795802;0.324232372370593;0.0777032416120689;0.292276226913583;0.401110840539104;0.390746957236325;0.395603181551107;0.441975074248731;0.39033667630102;0.402516203842778;0.85681125103993;0.461403843465583;0.926470134227613;0.916657018070102;0.937462746080212;1.69980980085898;1.15394827697471;0.927956983341547;0.909804088697901;1.04517643708446;-0.707265961067897;-0.689182702289468;-0.727522752243168;-2.13234858424824;-1.1264545302956;-0.710005873330239;-0.676554369633592;-0.926013681846477;0.740272023085122;0.7460079997677;0.737315445102464;0.497333152992405;0.662620227185446;0.73943987469461;0.659647007906575;0.686293359381049;"RF-GAM";1.45579421461465;NA;NA
"Occurrence.Tabanidae";0.074748977314987;"family";0.531506725909808;0.44229519639271;0.443205461010517;0.446112250579175;0.414416832344149;0.44256622867202;0.4257158714822;0.108870264435593;0.416426605132441;0.16784647337132;0.166133861708224;0.160664900682975;0.22029804677491;0.167336541387211;0.199039540368036;0.795166722962472;0.216516772351992;0.748556567012201;0.763805660582966;0.708861797215369;0.956075910697836;0.685413278586727;0.653080905512349;0.69898859872797;0.785857127389594;-0.408367063899066;-0.43705737547445;-0.333683587920685;-0.798803033134287;-0.289566519432975;-0.22873497864855;-0.315107720474233;-0.47854596956304;0.858017584190426;0.851888099165456;0.876889078172175;0.762746503721058;0.885658781552165;0.892541277574094;0.744487536959816;0.831340965242542;"BCT-GAM";0.570068054485736;NA;NA
"Occurrence.Pediciidae";0.0650799553737449;"family";0.481444445479195;0.466955536470976;0.472197272998706;0.469195736422009;0.39015930631779;0.361793383833044;0.335698695183437;0.0889432091197859;0.364352116485959;0.0300946643881162;0.0192071433523029;0.0254415834935935;0.189606796835191;0.248525167897739;0.302725998117381;0.815257585885619;0.243210468191591;0.259091342297455;0.26651294351528;0.249368269254175;0.333551763885309;0.315218923104455;0.250140975124799;0.279448377208088;0.274653187707158;0.461845816832356;0.44643053623765;0.482041445081017;0.30718535229269;0.345264181434871;0.480436470970546;0.419562568782063;0.429522574647656;1.10952511237018;1.10831646385477;1.11618177730387;1.02870812888267;1.02356049498258;1.04370706397906;0.909143270380765;1.04587040731753;"hGLM-GAM";0.174856092788327;NA;NA
"Occurrence.Cordulegastridae";0.0661956117515805;"family";0.487370197776341;0.445184407048962;0.455584451443553;0.452753805752159;0.421969420477459;0.470367173503378;0.441459979335186;0.122555996100199;0.417106794703345;0.0865580023560205;0.0652188961857168;0.0710268953295071;0.134191170484525;0.034887287631742;0.0941998888127004;0.748536129908294;0.144168444015611;0.311816283883113;0.328002003278662;0.321938508736614;1.0965142744376;0.342627713313957;0.351527456218871;0.387591562853523;0.305102214317462;0.360206501534571;0.326996183239778;0.339437433381277;-1.24985909979831;0.296986736412651;0.278725991407069;0.204728634163648;0.37398261996833;1.0689577000152;1.06586984757523;1.06759413884889;0.713714378362906;1.06595352805122;1.04599256915393;0.875887357732907;1.05760010584214;"ANN-GAM";1.62384171976664;NA;NA
"Occurrence.Anthomyiidae";0.065823726292302;"family";0.48539945313509;0.423198323064197;0.43017715468997;0.426744229341692;0.405775312299606;0.407959374519253;0.418090154712714;0.108488180272984;0.395679141246931;0.128144211265895;0.113766709229792;0.120839080914816;0.164038381834198;0.159538866629677;0.138667849721791;0.776497110632733;0.184838098412916;0.66447518415402;0.688790582326601;0.670362781088366;2.24285424793615;0.680001657565349;0.664687517689004;0.881310806972134;0.726555653672209;-0.368924459766731;-0.419018043547126;-0.381053844949015;-3.62063612443326;-0.400911462040933;-0.369361900587095;-0.815640296419655;-0.496820091121946;0.886354380332521;0.878704413424204;0.885317203752143;0.399101516227353;0.872824179461151;0.883999588813108;0.679490984481916;0.847522190819387;"iGLM-GAM";3.25171166466653;NA;NA
"Occurrence.group.Hemiptera";0.0661956117515805;"group";0.487370197776341;0.3676295830855;0.370606797760018;0.370253365074789;0.355910376524312;0.36476815997664;0.367626163259136;0.0832440556043861;0.350091217099387;0.245687190634891;0.239578457092911;0.240303640304444;0.269732991167336;0.25155833975709;0.245694207531657;0.829197484819152;0.281672907582979;0.813378805530941;0.804454993508372;0.815386424786092;0.832312225044395;0.846766498610512;0.820494808077886;0.786553452889152;0.788454251148065;-0.668913711265146;-0.650603580561044;-0.673033001415243;-0.707761838622623;-0.737419527238106;-0.683514527194007;-0.613872691596357;-0.61777280339553;0.800215181007294;0.804991067519523;0.800461750373972;0.788044337960326;0.785842279173947;0.797371710046023;0.70352300748918;0.803175914819055;"RF-SVM";0.123546835641748;NA;NA
