"Taxa";"Prevalence";"Taxonomic level";"Null_model";"iGLM.fit";"chGLM.fit";"hGLM.fit";"GAM.fit";"SVM.fit";"RF.fit";"BCT.fit";"ANN.fit";"expl.pow_iGLM.fit";"expl.pow_chGLM.fit";"expl.pow_hGLM.fit";"expl.pow_GAM.fit";"expl.pow_SVM.fit";"expl.pow_RF.fit";"expl.pow_BCT.fit";"expl.pow_ANN.fit";"iGLM.pred";"chGLM.pred";"hGLM.pred";"GAM.pred";"SVM.pred";"RF.pred";"BCT.pred";"ANN.pred";"expl.pow_iGLM.pred";"expl.pow_chGLM.pred";"expl.pow_hGLM.pred";"expl.pow_GAM.pred";"expl.pow_SVM.pred";"expl.pow_RF.pred";"expl.pow_BCT.pred";"expl.pow_ANN.pred";"iGLM.likelihood.ratio";"chGLM.likelihood.ratio";"hGLM.likelihood.ratio";"GAM.likelihood.ratio";"SVM.likelihood.ratio";"RF.likelihood.ratio";"BCT.likelihood.ratio";"ANN.likelihood.ratio";"Big.model.diff";"Big.pred.expl.pow.diff";"chGLM.model.diff";"chGLM.pred.expl.pow.diff"
"Occurrence.Ephemerellidae";0.197471178876906;"family";0.993753370585415;0.801125963808119;0.808281378244038;0.811617320422978;0.743845971337695;0.696231265244711;0.188522893291843;0.639537464285731;0.67512400207905;0.19383824244422;0.186637849823963;0.183280938262521;0.251478290937017;0.299392298076368;0.810292071582323;0.356442470319389;0.320632239283538;0.814948431055298;0.81576898777435;0.825671351451649;0.806225111504338;0.794391420273868;0.750898055069416;0.786834505672089;0.796579565177338;0.179928888618294;0.179103173965805;0.16913856506947;0.188707042040627;0.200615118612482;0.244381878546922;0.208219535186514;0.198413219259748;0.99311259402709;0.996263194534509;0.992997616229532;0.969291806929692;0.952104884453016;0.754886719876586;0.928998160094208;0.941079384082892;"RF-hGLM";0.0752433134774525;NA;NA
"Occurrence.Asellidae";0.188174042394942;"family";0.967128897507618;0.730637856270253;0.739036361720355;0.741842673087644;0.693511990706904;0.723555167219824;0.197782929183524;0.666242211335925;0.659380198488159;0.244528978346966;0.23584502166679;0.232943328444179;0.282916690325199;0.251852396216788;0.795494758048044;0.311113324136117;0.318208565386223;0.755194280949287;0.752629803733048;0.752062916228787;0.745899878005439;0.834098032315039;0.721547654322535;0.738970109602208;0.765943502690923;0.219137921640545;0.221789561171582;0.222375716239144;0.228748225880032;0.137552363015325;0.253928141138134;0.235913525584228;0.208023351732296;0.987796857354954;0.99322632446111;0.994902912888653;0.974146141829064;0.946228275941791;0.769601552331815;0.964289277364397;0.948112936871843;"RF-SVM";0.116375778122809;NA;NA
"Occurrence.Ephemeridae";0.178133134994422;"family";0.93710166506216;0.80013783251861;0.811450457323906;0.808680044012263;0.748094248354729;0.767933716481491;0.195997119825909;0.731923513459963;0.680692882773587;0.146156855387152;0.134084926345659;0.13704129000921;0.201693608873156;0.180522514138791;0.790847538604141;0.21894972472233;0.27361895923167;0.820391511657724;0.816605049424597;0.819359534108926;0.802549416057748;0.862883451395231;0.753033370803038;0.813345691295189;0.804167019105359;0.124543747765824;0.128584357631646;0.125644991726083;0.143583406177692;0.0791997458056014;0.196422972150959;0.132062484126268;0.141857229490659;0.989924264218176;0.997426022325695;0.994674486048848;0.973139745429504;0.953634440090146;0.756904548360835;0.96010647528278;0.940130044413745;"RF-SVM";0.117223226345358;NA;NA
"Occurrence.Chloroperlidae";0.185570844179993;"family";0.959473050927388;0.729339646939804;0.734724795829417;0.736544590021546;0.672802527335098;0.770344389995659;0.199213926453117;0.580136349281491;0.636404190172454;0.23985395292254;0.234241342037422;0.232344682000571;0.298779130185268;0.197117220487771;0.792371524910924;0.395359412418353;0.336714887867532;0.770541488505952;0.774528282348672;0.766395609667926;0.735314762846387;0.848262282216383;0.721076710856829;0.708598818235343;0.725712812295654;0.196911796781392;0.19275660572223;0.201232792388323;0.233626455546968;0.115908173349437;0.248465905155058;0.261470848451199;0.243633980554003;0.979609828494686;0.980294989165076;0.985185323498777;0.969227304962391;0.961790193564328;0.770333768705835;0.93778812551065;0.956328016715542;"BCT-SVM";0.145562675101762;NA;NA
"Occurrence.Stratiomyidae";0.172182967645965;"family";0.918661513424507;0.866322738910094;0.873402808197283;0.873092231598942;0.827962480091036;0.855844576405304;0.278044857834672;0.769743338676613;0.812497061026012;0.0569728607866781;0.0492659206528773;0.0496039957695581;0.0987295451132713;0.0683787620372155;0.697336991077159;0.162103421741018;0.115564275684897;0.890940235859082;0.884019595826669;0.88221036201782;0.871293789404878;0.896390397471776;0.895115937668013;0.878323061418587;0.855729286743349;0.0301757254008473;0.037709120379609;0.0396785441362489;0.0515616724195357;0.0242430053151035;0.0256303060620475;0.0439100271606567;0.0685042594704603;0.987766694317322;0.994705670809893;0.995451311552918;0.978567359801483;0.979931203263502;0.734521846890052;0.947157522330085;0.978615840989112;"ANN-SVM";0.0442612541553568;NA;NA
"Occurrence.Dytiscidae";0.164373373001116;"family";0.8937025840299;0.855503827710266;0.860462048578337;0.861230691727451;0.801850239537667;0.792160619824158;0.230996507993876;0.790459694996024;0.778196784805177;0.0427421348021476;0.0371941807549375;0.0363341148193009;0.102777306604677;0.113619414355799;0.741528656040959;0.115522648002573;0.129244114640334;0.869716179706662;0.880353523316384;0.875753894108607;0.846934443110319;0.880956229397275;0.831133653780599;0.853495278876666;0.882636699789811;0.0268393588111579;0.0149368044269512;0.0200835157490072;0.0523307661355224;0.0142624121943882;0.0700109089616407;0.0449895814018239;0.0123820658436386;0.992919013168926;0.990103557915539;0.992764700532633;0.977710072986217;0.956573352316543;0.740767422374584;0.968973716377838;0.949120077809152;"RF-ANN";0.0576288431180021;NA;NA
"Occurrence.Hydroptilidae";0.156563778356266;"family";0.867855311158231;0.729899321043261;0.738199252058562;0.736781222370458;0.705582121237126;0.779134542157606;0.219080195021009;0.692265701574792;0.683113115214125;0.158961970205442;0.149398243500557;0.1510321906227;0.186981848050842;0.102229908442017;0.747561382405292;0.202325903092186;0.212872115396229;0.745249528800234;0.747669296539245;0.742363241100296;0.749500651264697;0.835619679250891;0.791700073496989;0.7485438965626;0.757185440812643;0.141274450685067;0.138486235059836;0.144600221309304;0.136376027630204;0.0371440163963716;0.0877510763396789;0.137478463358597;0.127521107404285;0.992354274522479;0.995276170304848;0.997212881880709;0.978280084465327;0.97215252457345;0.75102980626446;0.972253119422827;0.963641286752536;"hGLM-SVM";0.107456204912932;NA;NA
"Occurrence.Hydrobiidae";0.137597619933061;"family";0.801156770193558;0.604334669244214;0.609710547601667;0.610891050456121;0.567600590556779;0.656781811754714;0.172818859297431;0.546139850817789;0.552326059702554;0.245672393059591;0.238962247732911;0.237488749787971;0.291523692148732;0.180208123815721;0.784288336906049;0.318310883541754;0.310589287575873;0.621714182202576;0.625998540738954;0.622660192025701;0.624449044246009;0.710653177229315;0.60658915289127;0.625665595313745;0.636612462901932;0.223979369165949;0.21863165359295;0.222798564286904;0.220565727610162;0.112966146366557;0.242858357491357;0.219047234460011;0.205383407359677;0.991347890328535;0.991889075929742;0.994132709389786;0.971975941039883;0.973423847468309;0.805022423399454;0.96101729600672;0.958732478717171;"RF-SVM";0.1298922111248;NA;NA
"Occurrence.Perlidae";0.143175901822239;"family";0.821374086085994;0.610205080538071;0.618901703345079;0.618701226079303;0.550062327212131;0.55126014332498;0.157743509730035;0.401812736418748;0.512845480653536;0.257092364033767;0.246504468756416;0.246748544226013;0.330314485774339;0.328856178124829;0.807951684375978;0.510804220360222;0.375624956592746;0.635139746283828;0.63460854585923;0.635346882431341;0.607778658883832;0.669813483932378;0.620697967342634;0.604956613413342;0.625145182569463;0.226735105181622;0.22738182685643;0.226482922709564;0.260046464601757;0.184520798404819;0.244317567528361;0.263482226112006;0.238903207248233;0.987610062350381;0.992177336285665;0.991711710671686;0.971554254280304;0.942445986266082;0.793360761069001;0.903416186601611;0.945397456560748;"BCT-SVM";0.0789614277071869;NA;NA
"Occurrence.Planorbidae";0.13015991074749;"family";0.773381154033002;0.60766095516254;0.616265760719623;0.618408663416179;0.575433822326924;0.63267430320206;0.169999377210089;0.530774628137012;0.546249337855875;0.214280110145263;0.203153894420699;0.200383070894187;0.255950549963403;0.181937263530652;0.780186811737547;0.313695937159645;0.293686773969973;0.627742683097676;0.635474545301361;0.625306862400178;0.627361021465907;0.733965137437791;0.629640315440982;0.632384482084788;0.616723344845338;0.188313964176467;0.178316484714542;0.191463537559263;0.188807461632126;0.0509658353965134;0.185860280978462;0.182312009043599;0.202562227396841;0.990009377211484;0.990441582580142;0.996556841818966;0.974370556470971;0.95061568282812;0.794676258629006;0.950464062350221;0.965376591516585;"ANN-SVM";0.151596392000328;NA;NA
"Occurrence.Glossosomatidae";0.115284492376348;"family";0.714846343977457;0.615637169275992;0.625104782129085;0.622144104565733;0.57840743386089;0.628084682222844;0.152988405434317;0.527682404285463;0.547124612795569;0.138783915644666;0.125539652828108;0.129681350674499;0.190864668003212;0.121371064544956;0.785984209441321;0.261824014725458;0.23462626981999;0.636560688551301;0.651931689336306;0.644914908347559;0.645837991121881;0.689774375743384;0.635397459854414;0.632836797959927;0.636709028170372;0.109513962106275;0.088011437942159;0.0978272270944198;0.0965359247297936;0.0350732271981287;0.111141205088893;0.114723320205043;0.109306449512386;0.989592774230616;0.986676105883967;0.988679166519111;0.966846747381917;0.969626002021495;0.785680916828259;0.948781075330428;0.956196151400978;"BCT-SVM";0.0796500930069144;NA;NA
"Occurrence.Blephariceridae";0.12235031610264;"family";0.743163645502999;0.446157405947173;0.45520855425383;0.455178084078412;0.408421184409578;0.528696045433748;0.133524842839174;0.3963054823829;0.422964159037566;0.399651195740074;0.387471982774764;0.387512983401749;0.450429004592731;0.288587313665071;0.820329151395989;0.466731876914315;0.430859997529495;0.470131367656363;0.475584706986018;0.469259477123749;0.461094375485815;0.576864267986674;0.469055622534174;0.452611648876748;0.497692522907795;0.367391865168322;0.360053859114536;0.368565079894162;0.379552029655957;0.223772218302966;0.368839386355207;0.39096637515092;0.330305611799755;0.98808457679497;0.989863646283464;0.992984031113799;0.974007187953168;0.97620359657404;0.845552186543501;0.972239521825912;0.963325245806953;"BCT-SVM";0.167194156847954;NA;NA
"Occurrence.Glossiphoniidae";0.11230940870212;"family";0.702633278087749;0.559827609357966;0.565796889662086;0.57001546815046;0.522456726021325;0.552533120804772;0.153460375617353;0.509375986470892;0.494562090457335;0.20324353141718;0.194747947034433;0.188743992169308;0.256430427771345;0.21362517541367;0.781592502941217;0.275047165632143;0.296130562157105;0.586680956417909;0.583867559192839;0.589004176926865;0.57717905374927;0.643988650294147;0.565492533730446;0.580302515584696;0.591174653412051;0.165025377086338;0.169029453341773;0.161718928927094;0.178548651552499;0.0834640624383835;0.195181111732337;0.174103285907526;0.158629868740403;0.986663062184724;0.991005361212294;0.990550574691125;0.973009762091963;0.955301993676389;0.81381999072007;0.965158189092508;0.952841904554466;"RF-SVM";0.111717049293954;NA;NA
"Occurrence.Capniidae";0.105987355894385;"family";0.676085621104913;0.47096695241295;0.482415364457858;0.484506572578723;0.406956579188944;0.444029402581845;0.115140878634527;0.309218691510039;0.382669185379288;0.303391556171157;0.286458180149645;0.283365068780928;0.39806946563386;0.343234956164018;0.829694827045199;0.542633829418397;0.433993012964986;0.509067924230302;0.498913992121176;0.509558464772405;0.469893198278567;0.578476285794016;0.462903470237547;0.45955208092289;0.461186148799898;0.247036309693523;0.262055017076371;0.246310749902292;0.304979748703087;0.14437422164278;0.315318273621863;0.320275322270789;0.317858368225328;0.981129827761536;0.991784618387738;0.987552177037048;0.9690216647048;0.934986263162596;0.840396650348576;0.927588849289407;0.961502146304038;"BCT-SVM";0.17590110062801;NA;NA
"Occurrence.Goeridae";0.0899962811454072;"family";0.605058437882366;0.557228531227472;0.566552592520504;0.564581634097115;0.532365333252596;0.532654399831861;0.132638901932688;0.517754783126573;0.505363707673562;0.0790500613829857;0.0636398783175854;0.0668973461917422;0.12014228722136;0.119664537369169;0.780783320042757;0.144289624422635;0.16476876276236;0.581081305901195;0.585181584991881;0.585181365075201;0.596773340961074;0.596972748827192;0.572282614303284;0.583928978110059;0.584825910625704;0.0396277953995466;0.0328511291571309;0.0328514926206676;0.0136930524434783;0.0133634844982458;0.0541696826736164;0.0349213537889953;0.0334389638916092;0.988144450129245;0.990728749310059;0.989752996479445;0.968309023155674;0.968352432799152;0.802661774457328;0.967454293077081;0.961047828753052;"RF-SVM";0.0408061981753706;NA;NA
"Occurrence.Philopotamidae";0.0948307921160283;"family";0.627148558480499;0.443062206442832;0.449169656255991;0.45107503585264;0.408315045802633;0.490646315219361;0.122934908213764;0.394317012122752;0.405778403474223;0.29352910016039;0.283790658238501;0.280752495157547;0.348934091801266;0.217655356797543;0.803978010391;0.371254215941862;0.352978815007767;0.460613184919522;0.457977190079494;0.461757393030805;0.469413872726704;0.532418478770885;0.467185568717519;0.455097245095717;0.456914420501316;0.265543739691392;0.269746882319057;0.263719278651322;0.251510879871853;0.151048867813924;0.255063951913641;0.274339007972275;0.271441488108716;0.991262902981758;0.995605915451584;0.99467306014346;0.969912504148376;0.979330521809124;0.841873654319141;0.970067020583512;0.974756084999079;"BCT-SVM";0.12329014015835;NA;NA
"Occurrence.Dixidae";0.092599479360357;"family";0.617022337572615;0.464376375179118;0.468568828142507;0.467628551158336;0.424816989561956;0.524245922484718;0.139032059477624;0.416644085996141;0.429213482702877;0.247391306762103;0.240596653298045;0.24212054785893;0.31150468355295;0.150361517628166;0.774672566921029;0.324750401038588;0.304379344852545;0.475879932119308;0.474723575454532;0.476491625488029;0.464870847698416;0.568617714076877;0.482497355124987;0.458025362541793;0.475310720813244;0.228747643089495;0.23062173515126;0.227756279679336;0.246589921643303;0.0784487376683363;0.218022872521688;0.25768430954432;0.229670156378567;0.994264731338935;0.996927356604793;0.995578267607224;0.980172277825207;0.978058401205555;0.842204308226694;0.979521944302371;0.977214971349664;"BCT-SVM";0.179235571875984;NA;NA
"Occurrence.Gyrinidae";0.0829304574191149;"family";0.571737729719057;0.440876187606953;0.450160515282058;0.447414446125638;0.406888450398524;0.426811758258948;0.106391613684783;0.352015527603901;0.367909081286739;0.228883866342715;0.212645078534069;0.217448100992932;0.288330244361409;0.253483308738998;0.813915352871566;0.384305933811862;0.35650725470309;0.455880699589521;0.461717297993261;0.455311828996358;0.452114106402765;0.530088758190163;0.419616524251486;0.444453130897764;0.46088654667397;0.202640168922324;0.192431644803043;0.203635154146481;0.209228142727389;0.0728462883660998;0.266068159507894;0.222627600392646;0.193884673484042;0.992525815687023;0.994238271437565;0.996059094395347;0.977640925697903;0.949672111298606;0.855035359052659;0.954833020295747;0.95457531600193;"RF-SVM";0.193221871141794;NA;NA
"Occurrence.Leptoceridae";0.079583488285608;"family";0.55550185039821;0.412046706019858;0.420336731750265;0.420638514612577;0.376725774070019;0.381183238054972;0.098336475086913;0.304720519757942;0.322899172682016;0.258244224165081;0.243320735207368;0.24277747353849;0.321828048277492;0.313803837409863;0.822977232179477;0.451450036503922;0.418725297763551;0.433858491168958;0.433325331923254;0.432391137152186;0.432487387744719;0.495676982989698;0.413863861185715;0.42399187306633;0.438148786463727;0.218979215176426;0.219938994599881;0.221620707757811;0.221447439941574;0.107695172150421;0.254973028642411;0.236740844765158;0.211255937042081;0.989153361071618;0.993526742303805;0.994140920477706;0.97250427575365;0.944360903880216;0.854051576448508;0.942107702898586;0.944004064821569;"RF-SVM";0.147277856491991;NA;NA
"Occurrence.Caenidae";0.0758646336928226;"family";0.53710263645511;0.410794771365103;0.421201364040659;0.419286036906347;0.359521270194855;0.345668150109007;0.0852252333154384;0.336638316314963;0.323925218513638;0.235165230101348;0.21578980356418;0.219355839186259;0.330628364500864;0.356420678940575;0.841324120324698;0.373232798601056;0.396902572194484;0.427338141125951;0.431467059269774;0.423294535816961;0.421832048780989;0.455846767722138;0.393707150221961;0.423478134215972;0.44168220446356;0.204364097062726;0.196676705745726;0.211892649399908;0.214615568515748;0.151285551806751;0.266979672971934;0.211550818273882;0.177657724082919;0.99176243137385;0.994880302938211;0.997997757711454;0.969324938655871;0.946400622268988;0.857065478956277;0.957509238939889;0.942821321611427;"RF-SVM";0.115694121165182;NA;NA
"Occurrence.Calopterygidae";0.0769802900706582;"family";0.542663038656323;0.439901145466806;0.445784862446725;0.447050804506903;0.410337477721288;0.442081222297535;0.114171291824376;0.39501398342678;0.395950761445068;0.18936593404991;0.178523631256472;0.176190798596055;0.243844801486173;0.185348566594542;0.789609235029029;0.272082387617801;0.270356126657394;0.451270495834333;0.448569273899503;0.457378813039714;0.45339671002169;0.537332892438826;0.456388119378638;0.456514692436352;0.454569012269163;0.168414902640662;0.173392617617377;0.157158714600832;0.164496791334201;0.00982220243098785;0.15898432937557;0.158751085080866;0.162336514764832;0.994331452008455;0.998608762942422;0.994849306281861;0.978700491699162;0.953490483041011;0.842730204954285;0.96971762849833;0.971116221360535;"chGLM-SVM";0.163570415186389;NA;NA
"Occurrence.Tabanidae";0.074748977314987;"family";0.531506725909808;0.488035007303925;0.49563609571932;0.49796744886685;0.451279630076643;0.470788089440471;0.126294972192886;0.44179185678293;0.446210140626688;0.081789592655615;0.0674885724711884;0.0631022626958229;0.150942766896949;0.114238698231714;0.762383115704322;0.168793478527122;0.160480726066285;0.500966781086787;0.502177500833047;0.508765126402401;0.491268226851044;0.527953264993845;0.519584212737665;0.494661413419675;0.504337770792921;0.0574591878790318;0.055181286796619;0.0427870399353439;0.0757064719922128;0.00668563678075716;0.0224315377227534;0.0693223823782531;0.0511168604129704;0.99355497197398;0.996734640364122;0.994615708770533;0.980204262035989;0.971822030210961;0.821482519678417;0.973911561913959;0.971354475422123;"GAM-SVM";0.0690208352114556;NA;NA
"Occurrence.Pediciidae";0.0650799553737449;"family";0.481444445479195;0.420002219191278;0.430878823732749;0.428589799974334;0.351211205991923;0.343475928131329;0.0793431997425411;0.26175106382665;0.326040940611544;0.127620594369433;0.105028985631179;0.109783477618593;0.270505227986683;0.286572040955923;0.835197600704338;0.456321354863443;0.322785954489461;0.433028087458764;0.437430382367755;0.43862958002677;0.391456620036686;0.429195105627462;0.390415702588927;0.373471332062786;0.430017030400799;0.10056478680991;0.0914208555623308;0.0889300226733528;0.186912168761115;0.108526207628645;0.189074240538106;0.224269101929176;0.106819001779549;0.993508229052035;0.996729580193776;0.994992688565202;0.980078403425342;0.958045901047758;0.855956046741604;0.945671393804508;0.949340216237367;"BCT-hGLM";0.135339079255823;NA;NA
"Occurrence.Cordulegastridae";0.0661956117515805;"family";0.487370197776341;0.415808143807339;0.428539990982104;0.42630966795754;0.391652204641065;0.440065360323896;0.115837697351314;0.379942356180812;0.384307821636111;0.146833052770785;0.120709487495652;0.125285727558626;0.196396894130982;0.0970614076697274;0.762320925900206;0.220423493446409;0.211466307563448;0.43133300622147;0.435612261796649;0.439216973400011;0.42988767497507;0.480366192944235;0.439444672976443;0.427405894273347;0.435906601647345;0.114978699581025;0.106198401576135;0.0988021520315191;0.117944271240915;0.0143710158398308;0.0983349515800537;0.123036459300516;0.105594466719143;0.992267618658449;0.996470109356592;0.993567127368962;0.981063849726809;0.980051246527057;0.850608343023459;0.97654761492892;0.974530570572665;"BCT-SVM";0.108665443460686;NA;NA
"Occurrence.Anthomyiidae";0.065823726292302;"family";0.48539945313509;0.465587903888423;0.474835733930318;0.471228477891636;0.444769478752212;0.455953768954654;0.128303890699833;0.436663677216153;0.41512144845476;0.0408149393632576;0.0217629400621361;0.0291944606693053;0.0837042030444379;0.0606627881227579;0.735673598577118;0.100403442163281;0.144783856319614;0.48396563203139;0.483704510211667;0.484603845063632;0.490131836442342;0.488897234164909;0.496703851565443;0.480647009163256;0.499512452381124;0.00295389929765985;0.00349185173670112;0.00163907904370254;-0.00974946155519097;-0.00720598469410467;-0.0232888569555238;0.00979078971173052;-0.0290750209026427;0.990853224525857;0.995575429241694;0.993334629201878;0.977574105400172;0.983663184593341;0.831769449578908;0.978248387765175;0.958682337971242;"BCT-ANN";0.0388658106143732;NA;NA
"Occurrence.group.Hemiptera";0.0661956117515805;"group";0.487370197776341;0.449286011415234;0.453039488385395;0.454370511921633;0.424684542096173;0.430127305474044;0.109011410696818;0.410161886239111;0.39277469317967;0.0781422141420798;0.0704407235969327;0.0677096917400182;0.128620206910834;0.117452590584059;0.776327294540804;0.158418204251096;0.194093740298995;0.453392462193852;0.455661673266013;0.456411300122731;0.467740375937874;0.483073449563659;0.459090024947266;0.471679796612438;0.475476327176715;0.0697164819217811;0.0650604502593713;0.0635223446055201;0.0402770254070286;0.00881618989483954;0.0580260610068169;0.0321940102933892;0.0244041811622709;0.997948881036039;0.998689766665888;0.998980126324483;0.978702154737176;0.973874267925103;0.839424024775465;0.969709288301362;0.959492464630747;"iGLM-SVM";0.0609002920269415;NA;NA
"Occurrence.Lepidostomatidae";0.0602454444031238;"family";0.455284676109605;0.369035034797242;0.376042018649115;0.377355916958988;0.320287786285102;0.327602706330472;0.0825866929314936;0.279922203920722;0.284119103054521;0.189441125164509;0.174050789799509;0.171164906793078;0.296510945586941;0.280444250551484;0.818604277136682;0.385171039990519;0.375952853317378;0.389062559497235;0.392748546948558;0.38897266883632;0.370788792166307;0.405143715808542;0.34704069096596;0.370464202474762;0.36930070758972;0.145452109608073;0.137356103647979;0.145649547970556;0.185589123414635;0.11013100798717;0.23775011728615;0.186302061294115;0.188857594010446;0.990036208430601;0.99168152741947;0.994208460064473;0.975065624626004;0.961971451705062;0.876142089111313;0.955738442308038;0.958303445444302;"RF-SVM";0.12761910929898;NA;NA
"Occurrence.Physidae";0.0565265898103384;"family";0.434602731747836;0.353608902067011;0.365310699190285;0.364865805597094;0.330834788895833;0.381843790451804;0.0881682804647753;0.318115075948444;0.32387868352888;0.186362909766105;0.159437636940017;0.160461315717649;0.238765049714899;0.121395788479864;0.797129023763403;0.268032497934181;0.254770713873929;0.371090866418409;0.383302362974264;0.378906409880833;0.381570660815148;0.443705811511026;0.385469756214069;0.376463021618378;0.414416165279005;0.146137749926243;0.118039683200466;0.128154560011645;0.122024246647989;-0.020945749067385;0.113052615514333;0.133776678981373;0.0464483193367114;0.991297109143024;0.991044509544834;0.993004282614764;0.974951126448993;0.969542458989553;0.861870080914122;0.971247479090207;0.955740600752044;"iGLM-SVM";0.167083498993628;NA;NA
"Occurrence.Sialidae";0.0524358497582744;"family";0.411251871797919;0.37140455646228;0.37842637733756;0.379490103895779;0.349540143383538;0.37299731775299;0.0923806557729857;0.340590225008553;0.34472507018202;0.0968927269836696;0.0798184682220458;0.0772319108561946;0.150058231089838;0.093019768828495;0.775367208982869;0.171820851490466;0.161766562484095;0.400397202026449;0.392084908718948;0.393058264826276;0.408696726804618;0.413343008966223;0.42062313349691;0.399664650842028;0.400325567295017;0.0263942136579582;0.0466063850242831;0.0442395724355079;0.00621309024595948;-0.00508480887676527;-0.022787158774553;0.0281754850263267;0.0265684006619443;0.985608243022007;0.99319400074988;0.993238879458634;0.970854864777595;0.980029264913633;0.848639127600893;0.970894747143552;0.97258262218191;"chGLM-RF";0.0693935437988361;NA;NA
