"Taxa";"Prevalence";"Taxonomic level";"Null_model";"iGLM.fit";"chGLM.fit";"hGLM.fit";"GAM.fit";"SVM.fit";"RF.fit";"BCT.fit";"ANN.fit";"expl.pow_iGLM.fit";"expl.pow_chGLM.fit";"expl.pow_hGLM.fit";"expl.pow_GAM.fit";"expl.pow_SVM.fit";"expl.pow_RF.fit";"expl.pow_BCT.fit";"expl.pow_ANN.fit";"iGLM.pred";"chGLM.pred";"hGLM.pred";"GAM.pred";"SVM.pred";"RF.pred";"BCT.pred";"ANN.pred";"expl.pow_iGLM.pred";"expl.pow_chGLM.pred";"expl.pow_hGLM.pred";"expl.pow_GAM.pred";"expl.pow_SVM.pred";"expl.pow_RF.pred";"expl.pow_BCT.pred";"expl.pow_ANN.pred";"iGLM.likelihood.ratio";"chGLM.likelihood.ratio";"hGLM.likelihood.ratio";"GAM.likelihood.ratio";"SVM.likelihood.ratio";"RF.likelihood.ratio";"BCT.likelihood.ratio";"ANN.likelihood.ratio";"Big.model.diff";"Big.pred.expl.pow.diff";"chGLM.model.diff";"chGLM.pred.expl.pow.diff"
"Occurrence.Leuctridae";0.680550390479732;"family";1.25290778493388;0.878458149002542;0.883349927293868;0.88459777877642;0.827795896509016;0.833201016000635;0.219827521917334;0.755291521065419;0.739881863746533;0.298864481835028;0.294960141587366;0.29396417724142;0.339300221083147;0.334986160977037;0.82454612816622;0.397169105222472;0.409468220531824;0.896242158764188;0.908738333971553;0.90469492976332;0.885171205565514;0.924149603727878;0.837512447659921;0.889896671086742;0.906019737828947;0.284670292944594;0.274696553969044;0.277923770095286;0.29350650047064;0.262396151703495;0.331545020526694;0.289734901652234;0.276866383365347;0.991147412076131;0.98738602820967;0.990001742757985;0.971719929390946;0.955544165604879;0.734296439867633;0.93491227744377;0.920287703122013;"RF-SVM";0.0691488688231987;NA;NA
"Occurrence.Ceratopogonidae";0.595760505764225;"family";1.34938646630396;1.19118578310651;1.19584608595912;1.19658246798501;1.14586742329984;1.09165108684527;0.372600096728746;0.986536129875646;1.08073371197181;0.117238972783511;0.113785327020065;0.113239610841432;0.150823391286539;0.191001900415263;0.723874437729232;0.268900233913108;0.199092521705815;1.21917922196511;1.21891112582172;1.21888264334507;1.2078951786708;1.18364677174933;1.16555270975549;1.20160384528631;1.20803778779208;0.0964936640394059;0.0966923440692412;0.0967134517929065;0.104856015060472;0.122825964757602;0.136235067668939;0.109518380914574;0.104750330644001;0.986100779230883;0.98853372467638;0.988911844152097;0.969462119092299;0.955044022741786;0.672686214794255;0.898046116155284;0.938331446502959;"RF-iGLM";0.0397414036295326;NA;NA
"Occurrence.Psychodidae";0.517664559315731;"family";1.3850459547219;1.32633197696492;1.33311254668432;1.33041425737243;1.27689719036114;1.20427453399958;0.434285172163119;1.20814461952134;1.20994942577083;0.0423913571653086;0.0374958013923829;0.0394439600817727;0.0780831596179588;0.130516550809042;0.686447102579843;0.127722357945937;0.12641929197665;1.35369387264394;1.35131475717078;1.3561761051063;1.33610166151988;1.29969006945205;1.30893042064896;1.33517396485067;1.32401888816052;0.0226361312930221;0.0243538472034994;0.020843965153051;0.0353376673424874;0.0616267532343265;0.0549552408809585;0.0360074622081717;0.0440614019724921;0.986412211009692;0.990940184459511;0.987201680180366;0.970831619034358;0.95341236423394;0.645763058981423;0.938460349485633;0.944561263055555;"SVM-hGLM";0.0407827880812755;NA;NA
"Occurrence.Leptophlebiidae";0.450353291186315;"family";1.37641891352558;1.1647207201658;1.17340101419917;1.16973771937888;1.10933831290524;1.03751775613153;0.290765903575667;0.91569077983973;1.01366605752245;0.153803606794048;0.14749717352139;0.150158641468606;0.19404019953216;0.246219485989177;0.788751883079771;0.334729586435087;0.263548293647006;1.18048498919297;1.1850312733577;1.18151282790429;1.15347862364999;1.16654634703147;1.10262610838581;1.14457172541506;1.17084400971184;0.142350502748279;0.13904752273249;0.141603754282959;0.1619712484948;0.152477246884479;0.19891677050446;0.168442314932062;0.149354896095675;0.9921488480523;0.994201745560527;0.99412974342123;0.978171608650532;0.937522711857228;0.666356742530789;0.891865027076842;0.924419805008135;"RF-chGLM";0.0598692477719697;NA;NA
"Occurrence.Sphaeriidae";0.428783934548159;"family";1.36593829332975;1.04354645089521;1.04808508514644;1.05017228625127;0.995385608688425;0.958496200744456;0.303637843635884;0.884650006926551;0.922020659321298;0.236022259577079;0.232699536820568;0.231171502124548;0.271280691412516;0.298287334482785;0.777707495925233;0.352349947836928;0.324990986910774;1.05799115881817;1.06420386640265;1.05984943147637;1.04675142507215;1.06904972365327;1.03453600842243;1.04756775536476;1.0433025494909;0.225447325121034;0.220899017474329;0.224086888366845;0.233675906017335;0.217351377530207;0.2426187819213;0.233078272656736;0.236200819183687;0.992803664560883;0.991972999188076;0.995173114422793;0.974644092272563;0.946223233592932;0.693884969375177;0.921770617610843;0.941161107637515;"RF-SVM";0.0252674043910936;NA;NA
"Occurrence.Taeniopterygidae";0.440684269245073;"family";1.37218774001095;1.14268988630595;1.15058337349622;1.15194887404103;1.07389601277273;1.01255216680698;0.305103832144105;0.831551004047174;0.980977438385973;0.167249602232391;0.161497118836639;0.160501992218762;0.217384049237929;0.26208918992462;0.777651539036728;0.393996185944251;0.285099691695143;1.18100431747406;1.18021587352287;1.17693808138412;1.13126072917611;1.11661536346586;1.0611750213399;1.14455228529804;1.13206891102422;0.139327452769224;0.13990204174725;0.142290776206229;0.175578751951911;0.186251756296157;0.226654640325359;0.165892354286079;0.174989778719943;0.98102511768145;0.985292970540544;0.987583129802447;0.971725075950641;0.949298870110538;0.685206110595812;0.855130969884087;0.927237321142161;"RF-iGLM";0.0873271875561343;NA;NA
"Occurrence.Perlodidae";0.443659352919301;"family";1.37357028038428;1.03407878953128;1.04184360701552;1.03958902663996;0.981355111890502;0.970191598236622;0.274064883484569;0.924266675893252;0.904423937448651;0.247159898332995;0.241506880358504;0.243148281899985;0.285544303116438;0.293671672944763;0.800472616946914;0.327106381746501;0.341552485253524;1.05978282783125;1.06463631076245;1.05598391008889;1.0361456595452;1.04911823890466;1.00525653086428;1.0271544273391;1.04491852492663;0.228446594276377;0.224913114409702;0.231212319333628;0.245655155515361;0.236210732070331;0.268143359520677;0.252201039868357;0.239268248702718;0.987230215377908;0.988668340558762;0.991836065680106;0.972976573330647;0.961305213698081;0.69378315526544;0.949856958501357;0.932163273259557;"RF-chGLM";0.043230245110975;NA;NA
"Occurrence.Athericidae";0.368910375604314;"family";1.31674643300699;1.11239244266883;1.11727913554171;1.11783134986921;1.04029561751905;1.0112210726551;0.296588262639201;0.866320053985992;0.949696400275341;0.155196160183619;0.151484972706375;0.151065594826431;0.209949925481572;0.232030520602342;0.774756737360665;0.342075260452677;0.278755289196749;1.12990544498911;1.1287078091704;1.13897455357485;1.08843848907045;1.12763436592213;1.02882772665022;1.07277687071456;1.08449911439178;0.141895951516802;0.142805493239252;0.135008438204896;0.173387934239674;0.143620717204449;0.21865918839003;0.185282113683261;0.176379683129148;0.991281725337981;0.994301958953657;0.989484081137836;0.976215970521895;0.943454965498821;0.693419771699286;0.901920943665488;0.934819929455952;"RF-hGLM";0.0836507501851348;NA;NA
"Occurrence.Psychomyiidae";0.336184455187802;"family";1.27694430252207;1.10214134966472;1.10731841594747;1.11125930530132;1.03510699840171;1.02040828572351;0.310120040550036;0.925158002325753;0.957335220804738;0.136891603268914;0.132837341644089;0.129751154293501;0.189387511767514;0.200898360478118;0.757138944950439;0.275490716001873;0.25029210834496;1.11143615433762;1.11789471835022;1.11700200317787;1.07372948935371;1.13188034537044;1.02913980534595;1.06454111314126;1.0645960784858;0.129612660362369;0.124554832859757;0.125253935530545;0.159141485471997;0.113602415442178;0.194060537085826;0.166337082174449;0.166294037740615;0.99536338012784;0.994725806455954;0.997132769441376;0.980874022125497;0.945788762968624;0.698018353328909;0.932681456095174;0.947782314793371;"RF-SVM";0.0804581216436475;NA;NA
"Occurrence.Nematoda";0.335812569728524;"phylum";1.27643766236218;1.2404614141087;1.24758693289202;1.24747007347209;1.20651824001551;1.1682549674591;0.412565749382948;1.18839854208917;1.17275387002573;0.02818488463189;0.0226025369831004;0.0226940881989345;0.0547769972701;0.0847536061438988;0.676783472042455;0.0689725184934507;0.0812290293476372;1.25766484533397;1.26315036608868;1.25988617702413;1.2546366200217;1.23993558564031;1.25055469616493;1.24763775218649;1.24763927403234;0.0147071945475705;0.0104096711224524;0.0129669358920506;0.017079598152982;0.0285968346110336;0.0202775011741302;0.0225627236056236;0.0225615313454065;0.991435173298026;0.992248482573707;0.993811178362929;0.976227925113882;0.964794350069216;0.657707830151793;0.97081475635081;0.96324960841253;"SVM-chGLM";0.0181871634885812;NA;NA
