"Taxa";"Prevalence";"Taxonomic level";"Null_model";"iGLM.fit";"chGLM.fit";"hGLM.fit";"GAM.fit";"SVM.fit";"BCT.fit";"RF.fit";"ANN.fit";"expl.pow_iGLM.fit";"expl.pow_chGLM.fit";"expl.pow_hGLM.fit";"expl.pow_GAM.fit";"expl.pow_SVM.fit";"expl.pow_BCT.fit";"expl.pow_RF.fit";"expl.pow_ANN.fit";"iGLM.pred";"chGLM.pred";"hGLM.pred";"GAM.pred";"SVM.pred";"BCT.pred";"RF.pred";"ANN.pred";"expl.pow_iGLM.pred";"expl.pow_chGLM.pred";"expl.pow_hGLM.pred";"expl.pow_GAM.pred";"expl.pow_SVM.pred";"expl.pow_BCT.pred";"expl.pow_RF.pred";"expl.pow_ANN.pred";"iGLM.likelihood.ratio";"chGLM.likelihood.ratio";"hGLM.likelihood.ratio";"GAM.likelihood.ratio";"SVM.likelihood.ratio";"BCT.likelihood.ratio";"RF.likelihood.ratio";"ANN.likelihood.ratio";"Big.model.diff";"Big.pred.expl.pow.diff";"chGLM.model.diff";"chGLM.pred.expl.pow.diff"
"Occurrence.Leuctridae";0.680550390479732;"family";1.25290778493388;0.850753823647262;0.853557611999044;0.854454988091589;0.805777822274262;0.825417453401366;0.717191890857849;0.213141806437104;0.755192602266678;0.320976504514128;0.318738679523736;0.31802244477499;0.3568738003198;0.341198559601154;0.427578071202024;0.829882287427599;0.397248056602558;1.03991121224702;1.04773461614973;1.02393813974313;1.55925653624474;0.98811130259146;1.01676649308752;1.01727016052991;1.02783153936668;0.170001795222378;0.1637575975274;0.182750596607423;-0.244510214554246;0.211345547953789;0.188474598598507;0.188072599785469;0.179643105640914;0.909756139186554;0.907475689097405;0.918749680853245;0.686094876430196;0.921873815261315;0.860891067523042;0.668937813859622;0.872563831255025;"SVM-GAM";0.455855762508034;NA;NA
"Occurrence.Ceratopogonidae";0.595760505764225;"family";1.34938646630396;1.20810159922736;1.21216009303709;1.21371733657302;1.17480890964526;1.17692229789869;1.11033540412625;0.392974465966609;1.12051801484772;0.104703041422661;0.101695382822941;0.100541344617566;0.129375505845172;0.12780932128189;0.177155372569051;0.708775450340046;0.169609268487123;1.18922342489385;1.24170930172258;1.15984657850689;1.26010942986651;1.11883623119225;1.11562424222015;1.05077459714946;1.09984080850736;0.118693232376054;0.0797971280061193;0.14046375336506;0.0661612063458659;0.17085560057765;0.173235933456557;0.221294548753266;0.184932681650589;1.00948377584614;0.985334004581458;1.0273014154077;0.958246468482353;1.02946889502051;0.997359074349084;0.719714937439953;1.01039223118151;"RF-GAM";0.1551333424074;NA;NA
"Occurrence.Psychodidae";0.517664559315731;"family";1.3850459547219;1.33277184640137;1.33715348373285;1.33964892080566;1.29604552560343;1.22777892422958;1.20883055537671;0.439754035459492;1.23454726464499;0.0377417862146124;0.0345782541191347;0.0327765542807222;0.0642581055271462;0.113546435016231;0.127227113832892;0.682498595833385;0.108659708772712;1.33534501544049;1.34653258893902;1.35987660023887;2.33175596341778;1.25094427544775;1.28403033035819;1.25752387816733;1.26685228646293;0.0358839640749577;0.0278065616895783;0.0181722161616555;-0.683522453149195;0.096821104611709;0.0729330489138815;0.0920706465513455;0.0853355571748492;0.998714242775469;0.995321426180154;0.989937133171695;0.595797032801715;0.988484145340762;0.96309821145232;0.664390685103602;0.983977241347772;"SVM-GAM";0.780343557760904;NA;NA
"Occurrence.Leptophlebiidae";0.450353291186315;"family";1.37641891352558;1.13927253681161;1.14140095701672;1.14316216280301;1.0871010916201;1.0421555173764;1.00282902818319;0.302383204157028;1.05036933680167;0.172292297340303;0.170745951105015;0.169466394591384;0.210196052279186;0.242850045770577;0.271421644726945;0.780311646995246;0.2368825170302;1.2988222640186;1.29893732781179;1.28425744326498;2.65566006196266;1.35310413251463;1.2838713798692;1.23995351234266;1.36653727149632;0.0563757506849609;0.0562921541925952;0.0669574279712072;-0.929398118455389;0.0169387246730179;0.0672379119081758;0.0991452528310421;0.00717924022414959;0.923324196870896;0.924254155222786;0.931883343330557;0.456448461218246;0.856009069600263;0.868905264936484;0.625762011122106;0.853778089477232;"RF-GAM";1.02854337128643;NA;NA
"Occurrence.Sphaeriidae";0.428783934548159;"family";1.36593829332975;1.00418358742838;1.00911956325111;1.00872728950957;0.957734944158516;0.921435402335284;0.872420007688203;0.286882966874757;0.893802132086667;0.264839713234427;0.2612260977096;0.261513280332313;0.298844648520803;0.325419452082936;0.361303499617467;0.789973699195868;0.34564969995252;1.22159102603218;1.22653908645081;1.24329926163838;1.47155305821226;1.17817392957675;1.20369171632566;1.22702084264414;1.19326502208176;0.105676272495221;0.102053809868036;0.0897837276326824;-0.0773203045834913;0.137461819959148;0.118780312255965;0.101701117366707;0.126413668971139;0.896996140774734;0.896990720873167;0.889330820570305;0.773438549368347;0.87952854127924;0.847354738584278;0.624959183433503;0.860939154898456;"SVM-GAM";0.214782124542639;NA;NA
"Occurrence.Taeniopterygidae";0.440684269245073;"family";1.37218774001095;1.15710072584451;1.16268333214661;1.15969710839224;1.09590660316801;0.996864503223272;0.966264862484637;0.297627720458436;1.0201307896045;0.156747511943751;0.152679113619441;0.15485536375439;0.201343539799251;0.273521782656856;0.295821676356818;0.783099854502372;0.256566168127725;1.13417382125264;1.1236846409216;1.13746676776509;1.76424689217567;1.01609525672195;1.02094468488533;1.08951386708983;1.11114474635258;0.17345579749635;0.181099926667004;0.171056019086706;-0.285718302775098;0.259507116195454;0.255973031155937;0.206002330933857;0.190238541015011;1.01152940945652;1.0196906995876;1.01117717333088;0.715931959975701;0.990430703175464;0.973030441360884;0.673045009067608;0.955512934622029;"SVM-GAM";0.545225418970552;NA;NA
"Occurrence.Perlodidae";0.443659352919301;"family";1.37357028038428;1.08959327524957;1.09977114902665;1.0962455819049;1.03887118424231;1.03297262775715;0.963924041389492;0.293552648494708;1.00371382581623;0.206743702299141;0.199333907603934;0.201900625282748;0.24367089250674;0.247965216990454;0.298234640662278;0.786284944653446;0.269266494659874;0.870548598864884;0.863833341515836;0.893481205676717;1.14263316174066;0.843636980974059;0.825460237769671;0.826551550496148;0.823634842136738;0.366214738847341;0.371103645840268;0.349519119308006;0.16812908807186;0.385807196747125;0.399040406189676;0.398245898080363;0.400369348478979;1.11574499438306;1.12520912104527;1.10669952835277;0.949441854382037;1.09929363483933;1.07168470595677;0.766056424290504;1.09421749551393;"ANN-GAM";0.232240260407119;NA;NA
"Occurrence.Athericidae";0.368910375604314;"family";1.31674643300699;1.14130385170338;1.14594375760396;1.14346877089525;1.08149769939307;1.05008467156057;0.992577284424549;0.318453137205614;1.03918486990633;0.133239458187071;0.129715692498958;0.131595315368376;0.178659100732623;0.2025156512765;0.246189501984944;0.75815150949118;0.210793480159127;1.05883838298201;1.07946680331056;1.0411949327484;1.00802733293398;1.08508837903125;0.97897658142606;0.88572019819864;0.982937165992217;0.195867665603627;0.18020146001426;0.209266942633234;0.234455998766599;0.175932167476406;0.256518524078765;0.32734186628783;0.253510667389826;1.04209460854749;1.03379704681691;1.05246698622301;1.03741825870607;0.982650414089588;1.00682352639219;0.75304256127914;1.02852306112733;"RF-SVM";0.151409698811425;NA;NA
"Occurrence.Psychomyiidae";0.336184455187802;"family";1.27694430252207;1.05157069059021;1.05769561065524;1.05840339308436;0.985010090362296;0.979611040236324;0.919398454944468;0.29384090780014;0.924476869553379;0.176494473162794;0.171697928745832;0.171143650514805;0.228619377981624;0.232847479485589;0.280001129940766;0.76988745145753;0.276024124366693;1.38562037033132;1.358841785341;1.33044627979021;1.7102644520094;1.2875100048962;1.27784135180047;1.21906222425473;1.24830772929816;-0.0851063492703662;-0.0641355168406092;-0.0418984423693911;-0.33934146433128;-0.00827420769508983;-0.000702496793809851;0.0453285849296768;0.0224258592699377;0.846178592109437;0.860214856891633;0.872823916016775;0.695845809807609;0.857315329490481;0.835920765559528;0.629637729061498;0.850513129502733;"RF-GAM";0.384670049260957;NA;NA
"Occurrence.Nematoda";0.335812569728524;"phylum";1.27643766236218;1.2316632318797;1.23825138492251;1.23678819942088;1.20461376875821;1.17257307105643;1.15045574257571;0.405804626350937;1.16854753417454;0.035077647583368;0.0299162885628122;0.0310625924872241;0.0562690178469454;0.0813706727467895;0.0986980590601854;0.68208034100157;0.0845244005006681;1.29525006673726;1.30454135577212;1.29731313119431;1.35222876698354;1.27975143045635;1.26703981927971;1.33996057866824;1.21045090206569;-0.0147382084764445;-0.0220172862636535;-0.0163544757787031;-0.0593770513485926;-0.00259610648594911;0.00736255546164213;-0.0497657803268696;0.0516960304777981;0.968706679326758;0.96739829076867;0.970190858124305;0.928850481174204;0.94782141080564;0.943374405697622;0.626831210616746;0.979266277709227;"ANN-GAM";0.111073081826391;NA;NA
