"Taxa";"Prevalence";"Taxonomic level";"Null_model";"iGLM.fit";"GAM.fit";"SVM.fit";"RF.fit";"chGLM.fit";"hGLM.fit";"ANN.fit";"expl.pow_iGLM.fit";"expl.pow_GAM.fit";"expl.pow_SVM.fit";"expl.pow_RF.fit";"expl.pow_chGLM.fit";"expl.pow_hGLM.fit";"expl.pow_ANN.fit";"iGLM.pred";"GAM.pred";"SVM.pred";"RF.pred";"chGLM.pred";"hGLM.pred";"ANN.pred";"expl.pow_iGLM.pred";"expl.pow_GAM.pred";"expl.pow_SVM.pred";"expl.pow_RF.pred";"expl.pow_chGLM.pred";"expl.pow_hGLM.pred";"expl.pow_ANN.pred";"iGLM.likelihood.ratio";"GAM.likelihood.ratio";"SVM.likelihood.ratio";"RF.likelihood.ratio";"chGLM.likelihood.ratio";"hGLM.likelihood.ratio";"ANN.likelihood.ratio";"Big.model.diff";"Big.pred.expl.pow.diff";"CF0.model.diff";"CF0.pred.expl.pow.diff"
"Occurrence.Hydraenidae";0.317218296764597;"family";1.24950976125645;1.10559680628303;1.04380303831439;1.02625102867258;0.397044874403083;1.11222993076364;1.10919208615036;0.97494809749949;0.115175534786304;0.164629944735455;0.178677061601643;0.682239477662157;0.109866953223931;0.112298182420751;0.219735509293558;1.13004007410837;1.10531745804744;1.12380659848834;1.10368908269184;1.12822700204937;1.12573937353189;1.11590172622227;0.0956132483734581;0.115399101055457;0.100601985407224;0.11670231244771;0.0970642751002772;0.099055158720888;0.10692836436894;0.987852746928242;0.96971098075599;0.95239274222683;0.702350926794169;0.992033367527137;0.991760488701247;0.931949347116071;"RF-iGLM";0.0210890640742514;NA;NA
"Occurrence.Planariidae";0.326143547787281;"family";1.26282770894167;1.17729708456118;1.12549204380577;1.07889342882222;0.385226060013573;1.18293748328586;1.18419031563109;1.02873515494666;0.0677294485818378;0.108752495818285;0.145652711622553;0.694949629877525;0.0632629653991085;0.0622708804643496;0.185371727542462;1.19390309936569;1.17437285831296;1.17886922471374;1.09909110573415;1.19671487409262;1.19889251089187;1.15351938957028;0.0545795828583347;0.0700450663240799;0.066484512204986;0.12965870328007;0.0523530125138408;0.0506285992911714;0.0865583789438687;0.99173136735995;0.975855841115334;0.951240936400461;0.699819717974333;0.993134977269663;0.992675855602076;0.939514414686973;"RF-hGLM";0.079030103988899;NA;NA
"Occurrence.Sericostomatidae";0.276682781703235;"family";1.17958594850796;1.09292399130654;1.0312647028596;1.01665424249323;0.35443883565633;1.0992497303084;1.10095945305316;0.940464222347724;0.073468115919013;0.125740091966994;0.138126184209655;0.699522670556856;0.0681054384389542;0.0666560122679079;0.202716662115802;1.10729687124256;1.0808516289804;1.09457299407395;1.00238316279139;1.11128781784664;1.10913629928875;1.04502200659336;0.0612834336970835;0.0837025226118076;0.0720701654182508;0.150224564764199;0.0579000883722905;0.0597240491956672;0.114077267608021;0.992839320745484;0.975511370356298;0.961789780302409;0.723270375366588;0.993999034385573;0.995919923105827;0.94906414341632;"RF-chGLM";0.0923244763919081;NA;NA
"Occurrence.Tipulidae";0.274823354406843;"family";1.1759949175073;1.14077729248419;1.12194854838325;1.10208307952517;0.497347031551424;1.1440262853803;1.14518526266572;1.09072346114958;0.029947089480418;0.0459579954976349;0.0628504739959162;0.577084029745955;0.0271843284788712;0.0261987993169899;0.0725100551781792;1.15416559036814;1.16355237252437;1.15839206451129;1.20128633554991;1.15517137179713;1.15918417567618;1.16953036030428;0.0185624332334958;0.0105804411207026;0.0149684771030469;-0.0215064008067537;0.017707173220018;0.0142949102762662;0.00549709620915761;0.993328206960658;0.979412955239595;0.972238151702091;0.703301465445878;0.994442954609702;0.993024982636972;0.961362769491555;"iGLM-RF";0.0400688340402495;NA;NA
"Occurrence.Polycentropodidae";0.256972852361473;"family";1.13973348306801;1.08349468365733;1.00741999234686;0.966204590815429;0.33809397643248;1.0879878410948;1.09012621787909;0.932194972178226;0.0493438161168067;0.116091606227955;0.152253921491771;0.703356985246781;0.045401528288802;0.043525320547205;0.182093896488078;1.09893762016233;1.0650745554617;1.0693392340494;0.981481787616241;1.09707924994419;1.10521031544494;1.04523099956609;0.0357942128679619;0.0655056017178127;0.0617637807999805;0.138849737945554;0.0374247433785958;0.030290561904119;0.0829163000875732;0.992308265704337;0.971584260495762;0.949739709796968;0.72492005034686;0.995464611652463;0.992486321099847;0.945049460510084;"RF-hGLM";0.108559176041435;NA;NA
"Occurrence.Odontoceridae";0.246931944960952;"family";1.11787874294149;1.00684425493184;0.93341114350512;0.953100195984255;0.306953679115537;1.01458837155065;1.0145113465421;0.87009845148627;0.0993260572407755;0.165015750233318;0.147402880677066;0.725414155109662;0.0923985468397453;0.0924674496693579;0.221652207826432;1.02575989538183;0.979927800515455;1.05113485657946;0.953472895060335;1.03386725402468;1.03605616148611;1.026827377647;0.0824050445017568;0.123404209353727;0.0597058373132711;0.147069482194955;0.0751525954378071;0.0731945051930002;0.0814501267417453;0.99058676428856;0.97701006162201;0.952164628259144;0.723785929377981;0.990406869254791;0.989285407122347;0.924627372585006;"RF-SVM";0.0873636448816843;NA;NA
"Occurrence.Dugesiidae";0.223131275567125;"family";1.06168527830838;0.991073384234942;0.947007467338788;0.947299088882704;0.327423103972438;0.995679618587653;0.997345094349333;0.91389392540797;0.0665092523331876;0.108014882858993;0.107740204901339;0.691600598913709;0.0621706461126599;0.0606019366318863;0.139204485472281;1.00236998446509;0.999835513586729;1.03959301926401;0.962589819394905;1.00360722390546;1.00725412009962;0.992707039624443;0.0558689990858692;0.0582562139509021;0.0208086704183937;0.0933378854714568;0.0547036448461088;0.0512686380049363;0.0649705144200989;0.994367621541151;0.973931775847528;0.954901614580022;0.727906001667019;0.996044042837433;0.995057740478951;0.961359782031695;"RF-SVM";0.0725292150530631;NA;NA
"Occurrence.Lymnaeidae";0.216065451840833;"family";1.04376566858319;0.928856497812862;0.886832980249555;0.919640342672172;0.329873937968901;0.932098117009285;0.936340638233907;0.829326537353493;0.110090966036758;0.150352414394558;0.118920682723262;0.68395785768977;0.106985269716219;0.102920639740048;0.205447580509881;0.939175918632747;0.928369714756782;1.00366483965149;0.893250448246312;0.942634564425577;0.939853209040745;0.905704437811645;0.100204244207813;0.110557338011552;0.0384193791180424;0.144204034360687;0.0968906213354246;0.0995553529591504;0.132272247427861;0.994853578031155;0.979445810018939;0.958858035937819;0.754508862134051;0.994745629045229;0.998245255963298;0.962531053244881;"RF-SVM";0.105784655242645;NA;NA
"Occurrence.Erpobdellidae";0.209743399033098;"family";1.02723298994066;0.779540608058158;0.746270565595825;0.763639984620533;0.252163571670211;0.784512719066368;0.786416433790191;0.701572790832815;0.241125805253601;0.273513825097331;0.256604887013371;0.754521540741427;0.236285509958473;0.234432264645612;0.317026616451113;0.799033572461432;0.802435123995936;0.870805165108246;0.77538723943182;0.804699617356055;0.80417444834854;0.808593065586313;0.22214961913598;0.218838246187667;0.152280764309812;0.24516906385901;0.216633786846608;0.217145033090311;0.212843557883572;0.990300860821861;0.972308362755663;0.947827656453797;0.769809779795071;0.989957318761642;0.99116029469909;0.947896331772863;"RF-SVM";0.0928882995491977;NA;NA
"Occurrence.Scirtidae";0.198214949795463;"family";0.995835677331573;0.864971331177863;0.828647379944593;0.855411308311902;0.29200999074189;0.86856789240493;0.868121433226671;0.790525855483492;0.131411586401858;0.167887434837618;0.141011586766955;0.706768900342719;0.127799985302462;0.128248311455483;0.206168373479273;0.882459941462246;0.876531482850171;0.927355395844517;0.8867718736237;0.8825888194903;0.884947024144283;0.889788597453833;0.113849843352798;0.119803093218238;0.0687666479981465;0.109519879826076;0.113720426390755;0.111352360345661;0.106490540850979;0.991293815101419;0.976342285735685;0.964667261569558;0.742761010012299;0.99301405243395;0.991622493077161;0.95158013990431;"GAM-SVM";0.0510364452200916;NA;NA
"Occurrence.Ephemerellidae";0.197471178876906;"family";0.993753370585415;0.804161861969214;0.745086011177227;0.698018121917012;0.224181862791948;0.812891033106082;0.811304498251775;0.678711190833127;0.190783260945836;0.250230456337169;0.297594209410517;0.774408953541578;0.181999219155139;0.183595726801068;0.317022501837351;0.81876173713809;0.808643854684763;0.794090096836214;0.766598610851992;0.826765599529404;0.825544672905157;0.81398865958567;0.17609161249359;0.186273094894365;0.200918336137648;0.22858263071813;0.168037438663116;0.169266039904013;0.180894693110672;0.992726642243576;0.968720721485738;0.953099486831041;0.762457603487502;0.993086724190058;0.992905200442443;0.934598050743766;"RF-chGLM";0.0605451920550141;NA;NA
"Occurrence.Asellidae";0.188174042394942;"family";0.967128897507618;0.729407273139559;0.692462130266522;0.717393258234094;0.229947538166564;0.735488586561155;0.736307758043077;0.647542733386752;0.245801386951305;0.284002233775599;0.258223738239148;0.762236927508669;0.239513379802239;0.238666366044266;0.330448366235844;0.754297797226468;0.747230863146511;0.828070207251623;0.722480197592397;0.746838780719515;0.755296305431049;0.758092618937913;0.22006487535388;0.227372002767992;0.143785063825889;0.252963902273734;0.227777411424486;0.219032429516357;0.216141073964815;0.987631859964149;0.9729871860209;0.946164841068893;0.781714003532793;0.994340975864703;0.990550654622831;0.946224954470658;"RF-SVM";0.109178838447845;NA;NA
"Occurrence.Ephemeridae";0.178133134994422;"family";0.93710166506216;0.802162979172229;0.747640335544621;0.770016930960772;0.227509127663605;0.814913208483052;0.811614525681119;0.694377774961149;0.14399578073632;0.202177988345556;0.178299474145427;0.757220442406839;0.130389755065693;0.133909845707847;0.259015536041023;0.821860386144021;0.802259849419272;0.862396191010476;0.760363612397169;0.832225524593855;0.826512710703513;0.809715203133265;0.122976282312437;0.143892408550938;0.0797197111443919;0.188600724184251;0.111915434982552;0.118011693375139;0.13593665092938;0.99019963616981;0.973059782819124;0.954860874730042;0.766111742175612;0.991381198614617;0.992578583216102;0.943962617160755;"RF-SVM";0.108881013039859;NA;NA
"Occurrence.Chloroperlidae";0.185570844179993;"family";0.959473050927388;0.728895656080984;0.668128493770311;0.758541358301411;0.225226705272548;0.735633400366253;0.738378329162179;0.630932751580854;0.240316697403369;0.303650589118136;0.209418797569942;0.765259998647328;0.233294359174321;0.230433487997925;0.342417433224393;0.769846147984261;0.729576294533406;0.836290412876417;0.722273721860655;0.769884476111869;0.767709212324777;0.72964832792729;0.19763650762243;0.239607309628731;0.128385719569619;0.247218333894282;0.197596560562352;0.199863704788018;0.239532233633825;0.979732948531138;0.969743281867298;0.961871390187519;0.779951525289811;0.983020270614804;0.985441572233431;0.951840511489755;"RF-SVM";0.118832614324663;NA;NA
"Occurrence.Stratiomyidae";0.172182967645965;"family";0.918661513424507;0.864782726047566;0.825436708614595;0.851544218042823;0.33701994300138;0.871787745492839;0.874952054069845;0.800361907270317;0.0586492267169183;0.101478948935606;0.0730598750474374;0.633140239275871;0.0510239813540639;0.047579504219923;0.128773878545541;0.890230266662186;0.868842021609204;0.894755006800872;0.893316169922232;0.88150883338973;0.885295020996408;0.868185030541401;0.030948555422048;0.0542305202594052;0.0260231938252408;0.0275894256283747;0.0404421862588785;0.0363207687929788;0.0549456814566496;0.987356834629694;0.978531151678119;0.978626330319297;0.757184663967758;0.995151249380224;0.994841865635862;0.966656990420564;"ANN-SVM";0.0289224876314088;NA;NA
"Occurrence.Dytiscidae";0.164373373001116;"family";0.8937025840299;0.854695769335524;0.799467822489608;0.789660342485875;0.270568592421355;0.859790578352466;0.860114522659193;0.78400933024598;0.0436463040293399;0.105443089484385;0.116417075885442;0.697249848824088;0.0379455159730179;0.0375830415743581;0.122740222244059;0.869476291249702;0.844485824765492;0.881100016920439;0.854533008331842;0.880164901440682;0.873998480766017;0.856813275433031;0.0271077797167778;0.0550706243261363;0.0141015225139362;0.0438284239052252;0.0151478610794357;0.0220477188004002;0.0412769407362867;0.992636979874493;0.977742436359187;0.955309566889143;0.74678182263077;0.989864551832905;0.993082060822905;0.964252612446328;"GAM-SVM";0.0409691018122;NA;NA
